r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2165,6261,10357,14453,18549,22645,26741,30837,34933,39029,43125,47221,51317,55413,59509,63605,67701,71797,75893,79989,84085,88181,92277,96373,100469,104565,108661,112757,116853,120949,125045,129141,133237,137333,141429,145525,149621,153717,157813,161909,166005,170101,174197,178293,182389,186485,190581,194677,198773,202869,206965,211061,215157,219253,223349,227445,231541,235637,239733,243829,247925,252021,256117,260213,264309,268405,272501,276597,280693,284789,288885,292981,297077,301173,305269,309365,313461,317557,321653,325749,329845,333941,338037,342133,346229,350325,354421,358517,362613,366709,370805,374901,378997,383093,387189,391285,395381,399477,403573,407669
12,117,8309,16501,24693,32885,41077,49269,57461,65653,73845,82037,90229,98421,106613,114805,122997,131189,139381,147573,155765,163957,172149,180341,188533,196725,204917,213109,221301,229493,237685,245877,254069,262261,270453,278645,286837,295029,303221,311413,319605,327797,335989,344181,352373,360565,368757,376949,385141,393333,401525,409717,417909,426101,434293,442485,450677,458869,467061,475253,483445,491637,499829,508021,516213,524405,532597,540789,548981,557173,565365,573557,581749,589941,598133,606325,614517,622709,630901,639093,647285,655477,663669,671861,680053,688245,696437,704629,712821,721013,729205,737397,745589,753781,761973,770165,778357,786549,794741,802933,811125
13,12405,28789,45173,61557,77941,94325,110709,127093,143477,159861,176245,192629,209013,225397,241781,258165,274549,290933,307317,323701,340085,356469,372853,389237,405621,422005,438389,454773,471157,487541,503925,520309,536693,553077,569461,585845,602229,618613,634997,651381,667765,684149,700533,716917,733301,749685,766069,782453,798837,815221,831605,847989,864373,880757,897141,913525,929909,946293,962677,979061,995445,1011829,1028213,1044597,1060981,1077365,1093749,1110133,1126517,1142901,1159285,1175669,1192053,1208437,1224821,1241205,1257589,1273973,1290357,1306741,1323125,1339509,1355893,1372277,1388661,1405045,1421429,1437813,1454197,1470581,1486965,1503349,1519733,1536117,1552501,1568885,1585269,1601653,1618037,1634421
14,4213,36981,69749,102517,135285,168053,200821,233589,266357,299125,331893,364661,397429,430197,462965,495733,528501,561269,594037,626805,659573,692341,725109,757877,790645,823413,856181,888949,921717,954485,987253,1020021,1052789,1085557,1118325,1151093,1183861,1216629,1249397,1282165,1314933,1347701,1380469,1413237,1446005,1478773,1511541,1544309,1577077,1609845,1642613,1675381,1708149,1740917,1773685,1806453,1839221,1871989,1904757,1937525,1970293,2003061,2035829,2068597,2101365,2134133,2166901,2199669,2232437,2265205,2297973,2330741,2363509,2396277,2429045,2461813,2494581,2527349,2560117,2592885,2625653,2658421,2691189,2723957,2756725,2789493,2822261,2855029,2887797,2920565,2953333,2986101,3018869,3051637,3084405,3117173,3149941,3182709,3215477,3248245
15,53365,118901,184437,249973,315509,381045,446581,512117,577653,643189,708725,774261,839797,905333,970869,1036405,1101941,1167477,1233013,1298549,1364085,1429621,1495157,1560693,1626229,1691765,1757301,1822837,1888373,1953909,2019445,2084981,2150517,2216053,2281589,2347125,2412661,2478197,2543733,2609269,2674805,2740341,2805877,2871413,2936949,3002485,3068021,3133557,3199093,3264629,3330165,3395701,3461237,3526773,3592309,3657845,3723381,3788917,3854453,3919989,3985525,4051061,4116597,4182133,4247669,4313205,4378741,4444277,4509813,4575349,4640885,4706421,4771957,4837493,4903029,4968565,5034101,5099637,5165173,5230709,5296245,5361781,5427317,5492853,5558389,5623925,5689461,5754997,5820533,5886069,5951605,6017141,6082677,6148213,6213749,6279285,6344821,6410357,6475893,6541429
16,20597,151669,282741,413813,544885,675957,807029,938101,1069173,1200245,1331317,1462389,1593461,1724533,1855605,1986677,2117749,2248821,2379893,2510965,2642037,2773109,2904181,3035253,3166325,3297397,3428469,3559541,3690613,3821685,3952757,4083829,4214901,4345973,4477045,4608117,4739189,4870261,5001333,5132405,5263477,5394549,5525621,5656693,5787765,5918837,6049909,6180981,6312053,6443125,6574197,6705269,6836341,6967413,7098485,7229557,7360629,7491701,7622773,7753845,7884917,8015989,8147061,8278133,8409205,8540277,8671349,8802421,8933493,9064565,9195637,9326709,9457781,9588853,9719925,9850997,9982069,10113141,10244213,10375285,10506357,10637429,10768501,10899573,11030645,11161717,11292789,11423861,11554933,11686005,11817077,11948149,12079221,12210293,12341365,12472437,12603509,12734581,12865653,12996725
17,86133,348277,610421,872565,1134709,1396853,1658997,1921141,2183285,2445429,2707573,2969717,3231861,3494005,3756149,4018293,4280437,4542581,4804725,5066869,5329013,5591157,5853301,6115445,6377589,6639733,6901877,7164021,7426165,7688309,7950453,8212597,8474741,8736885,8999029,9261173,9523317,9785461,10047605,10309749,10571893,10834037,11096181,11358325,11620469,11882613,12144757,12406901,12669045,12931189,13193333,13455477,13717621,13979765,14241909,14504053,14766197,15028341,15290485,15552629,15814773,16076917,16339061,16601205,16863349,17125493,17387637,17649781,17911925,18174069,18436213,18698357,18960501,19222645,19484789,19746933,20009077,20271221,20533365,20795509,21057653,21319797,21581941,21844085,22106229,22368373,22630517,22892661,23154805,23416949,23679093,23941237,24203381,24465525,24727669,24989813,25251957,25514101,25776245,26038389
18,217205,741493,1265781,1790069,2314357,2838645,3362933,3887221,4411509,4935797,5460085,5984373,6508661,7032949,7557237,8081525,8605813,9130101,9654389,10178677,10702965,11227253,11751541,12275829,12800117,13324405,13848693,14372981,14897269,15421557,15945845,16470133,16994421,17518709,18042997,18567285,19091573,19615861,20140149,20664437,21188725,21713013,22237301,22761589,23285877,23810165,24334453,24858741,25383029,25907317,26431605,26955893,27480181,28004469,28528757,29053045,29577333,30101621,30625909,31150197,31674485,32198773,32723061,33247349,33771637,34295925,34820213,35344501,35868789,36393077,36917365,37441653,37965941,38490229,39014517,39538805,40063093,40587381,41111669,41635957,42160245,42684533,43208821,43733109,44257397,44781685,45305973,45830261,46354549,46878837,47403125,47927413,48451701,48975989,49500277,50024565,50548853,51073141,51597429,52121717
19,1003637,2052213,3100789,4149365,5197941,6246517,7295093,8343669,9392245,10440821,11489397,12537973,13586549,14635125,15683701,16732277,17780853,18829429,19878005,20926581,21975157,23023733,24072309,25120885,26169461,27218037,28266613,29315189,30363765,31412341,32460917,33509493,34558069,35606645,36655221,37703797,38752373,39800949,40849525,41898101,42946677,43995253,45043829,46092405,47140981,48189557,49238133,50286709,51335285,52383861,53432437,54481013,55529589,56578165,57626741,58675317,59723893,60772469,61821045,62869621,63918197,64966773,66015349,67063925,68112501,69161077,70209653,71258229,72306805,73355381,74403957,75452533,76501109,77549685,78598261,79646837,80695413,81743989,82792565,83841141,84889717,85938293,86986869,88035445,89084021,90132597,91181173,92229749,93278325,94326901,95375477,96424053,97472629,98521205,99569781,,,,,
20,1527925,3625077,5722229,7819381,9916533,12013685,14110837,16207989,18305141,20402293,22499445,24596597,26693749,28790901,30888053,32985205,35082357,37179509,39276661,41373813,43470965,45568117,47665269,49762421,51859573,53956725,56053877,58151029,60248181,62345333,64442485,66539637,68636789,70733941,72831093,74928245,77025397,79122549,81219701,83316853,85414005,87511157,89608309,91705461,93802613,95899765,97996917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2576501,6770805,10965109,15159413,19353717,23548021,27742325,31936629,36130933,40325237,44519541,48713845,52908149,57102453,61296757,65491061,69685365,73879669,78073973,82268277,86462581,90656885,94851189,99045493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4673653,13062261,21450869,29839477,38228085,46616693,55005301,63393909,71782517,80171125,88559733,96948341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8867957,25645173,42422389,59199605,75976821,92754037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,479349,34033781,67588213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,50810997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,17256565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,84365429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
