r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
14,9299,42067,74835,107603,140371,173139,205907,238675,271443,304211,336979,369747,402515,435283,468051,500819,533587,566355,599123,631891,664659,697427,730195,762963,795731,828499,861267,894035,926803,959571,992339,1025107,1057875,1090643,1123411,1156179,1188947,1221715,1254483,1287251,1320019,1352787,1385555,1418323,1451091,1483859,1516627,1549395,1582163,1614931,1647699,1680467,1713235,1746003,1778771,1811539,1844307,1877075,1909843,1942611,1975379,2008147,2040915,2073683,2106451,2139219,2171987,2204755,2237523,2270291,2303059,2335827,2368595,2401363,2434131,2466899,2499667,2532435,2565203,2597971,2630739,2663507,2696275,2729043,2761811,2794579,2827347,2860115,2892883,2925651,2958419,2991187,3023955,3056723,3089491,3122259,3155027,3187795,3220563,3253331
15,25683,91219,156755,222291,287827,353363,418899,484435,549971,615507,681043,746579,812115,877651,943187,1008723,1074259,1139795,1205331,1270867,1336403,1401939,1467475,1533011,1598547,1664083,1729619,1795155,1860691,1926227,1991763,2057299,2122835,2188371,2253907,2319443,2384979,2450515,2516051,2581587,2647123,2712659,2778195,2843731,2909267,2974803,3040339,3105875,3171411,3236947,3302483,3368019,3433555,3499091,3564627,3630163,3695699,3761235,3826771,3892307,3957843,4023379,4088915,4154451,4219987,4285523,4351059,4416595,4482131,4547667,4613203,4678739,4744275,4809811,4875347,4940883,5006419,5071955,5137491,5203027,5268563,5334099,5399635,5465171,5530707,5596243,5661779,5727315,5792851,5858387,5923923,5989459,6054995,6120531,6186067,6251603,6317139,6382675,6448211,6513747
16,58451,189523,320595,451667,582739,713811,844883,975955,1107027,1238099,1369171,1500243,1631315,1762387,1893459,2024531,2155603,2286675,2417747,2548819,2679891,2810963,2942035,3073107,3204179,3335251,3466323,3597395,3728467,3859539,3990611,4121683,4252755,4383827,4514899,4645971,4777043,4908115,5039187,5170259,5301331,5432403,5563475,5694547,5825619,5956691,6087763,6218835,6349907,6480979,6612051,6743123,6874195,7005267,7136339,7267411,7398483,7529555,7660627,7791699,7922771,8053843,8184915,8315987,8447059,8578131,8709203,8840275,8971347,9102419,9233491,9364563,9495635,9626707,9757779,9888851,10019923,10150995,10282067,10413139,10544211,10675283,10806355,10937427,11068499,11199571,11330643,11461715,11592787,11723859,11854931,11986003,12117075,12248147,12379219,12510291,12641363,12772435,12903507,13034579
17,123987,386131,648275,910419,1172563,1434707,1696851,1958995,2221139,2483283,2745427,3007571,3269715,3531859,3794003,4056147,4318291,4580435,4842579,5104723,5366867,5629011,5891155,6153299,6415443,6677587,6939731,7201875,7464019,7726163,7988307,8250451,8512595,8774739,9036883,9299027,9561171,9823315,10085459,10347603,10609747,10871891,11134035,11396179,11658323,11920467,12182611,12444755,12706899,12969043,13231187,13493331,13755475,14017619,14279763,14541907,14804051,15066195,15328339,15590483,15852627,16114771,16376915,16639059,16901203,17163347,17425491,17687635,17949779,18211923,18474067,18736211,18998355,19260499,19522643,19784787,20046931,20309075,20571219,20833363,21095507,21357651,21619795,21881939,22144083,22406227,22668371,22930515,23192659,23454803,23716947,23979091,24241235,24503379,24765523,25027667,25289811,25551955,25814099,26076243
18,517203,1041491,1565779,2090067,2614355,3138643,3662931,4187219,4711507,5235795,5760083,6284371,6808659,7332947,7857235,8381523,8905811,9430099,9954387,10478675,11002963,11527251,12051539,12575827,13100115,13624403,14148691,14672979,15197267,15721555,16245843,16770131,17294419,17818707,18342995,18867283,19391571,19915859,20440147,20964435,21488723,22013011,22537299,23061587,23585875,24110163,24634451,25158739,25683027,26207315,26731603,27255891,27780179,28304467,28828755,29353043,29877331,30401619,30925907,31450195,31974483,32498771,33023059,33547347,34071635,34595923,35120211,35644499,36168787,36693075,37217363,37741651,38265939,38790227,39314515,39838803,40363091,40887379,41411667,41935955,42460243,42984531,43508819,44033107,44557395,45081683,45605971,46130259,46654547,47178835,47703123,48227411,48751699,49275987,49800275,50324563,50848851,51373139,51897427,52421715
19,779347,1827923,2876499,3925075,4973651,6022227,7070803,8119379,9167955,10216531,11265107,12313683,13362259,14410835,15459411,16507987,17556563,18605139,19653715,20702291,21750867,22799443,23848019,24896595,25945171,26993747,28042323,29090899,30139475,31188051,32236627,33285203,34333779,35382355,36430931,37479507,38528083,39576659,40625235,41673811,42722387,43770963,44819539,45868115,46916691,47965267,49013843,50062419,51110995,52159571,53208147,54256723,55305299,56353875,57402451,58451027,59499603,60548179,61596755,62645331,63693907,64742483,65791059,66839635,67888211,68936787,69985363,71033939,72082515,73131091,74179667,75228243,76276819,77325395,78373971,79422547,80471123,81519699,82568275,83616851,84665427,85714003,86762579,87811155,88859731,89908307,90956883,92005459,93054035,94102611,95151187,96199763,97248339,98296915,99345491,,,,,
20,255059,2352211,4449363,6546515,8643667,10740819,12837971,14935123,17032275,19129427,21226579,23323731,25420883,27518035,29615187,31712339,33809491,35906643,38003795,40100947,42198099,44295251,46392403,48489555,50586707,52683859,54781011,56878163,58975315,61072467,63169619,65266771,67363923,69461075,71558227,73655379,75752531,77849683,79946835,82043987,84141139,86238291,88335443,90432595,92529747,94626899,96724051,98821203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1303635,5497939,9692243,13886547,18080851,22275155,26469459,30663763,34858067,39052371,43246675,47440979,51635283,55829587,60023891,64218195,68412499,72606803,76801107,80995411,85189715,89384019,93578323,97772627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7595091,15983699,24372307,32760915,41149523,49538131,57926739,66315347,74703955,83092563,91481171,99869779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3400787,20178003,36955219,53732435,70509651,87286867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,28566611,62121043,95675475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11789395,78898259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,45343827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
