r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2633,6729,10825,14921,19017,23113,27209,31305,35401,39497,43593,47689,51785,55881,59977,64073,68169,72265,76361,80457,84553,88649,92745,96841,100937,105033,109129,113225,117321,121417,125513,129609,133705,137801,141897,145993,150089,154185,158281,162377,166473,170569,174665,178761,182857,186953,191049,195145,199241,203337,207433,211529,215625,219721,223817,227913,232009,236105,240201,244297,248393,252489,256585,260681,264777,268873,272969,277065,281161,285257,289353,293449,297545,301641,305737,309833,313929,318025,322121,326217,330313,334409,338505,342601,346697,350793,354889,358985,363081,367177,371273,375369,379465,383561,387657,391753,395849,399945,404041,408137
12,585,8777,16969,25161,33353,41545,49737,57929,66121,74313,82505,90697,98889,107081,115273,123465,131657,139849,148041,156233,164425,172617,180809,189001,197193,205385,213577,221769,229961,238153,246345,254537,262729,270921,279113,287305,295497,303689,311881,320073,328265,336457,344649,352841,361033,369225,377417,385609,393801,401993,410185,418377,426569,434761,442953,451145,459337,467529,475721,483913,492105,500297,508489,516681,524873,533065,541257,549449,557641,565833,574025,582217,590409,598601,606793,614985,623177,631369,639561,647753,655945,664137,672329,680521,688713,696905,705097,713289,721481,729673,737865,746057,754249,762441,770633,778825,787017,795209,803401,811593
13,12873,29257,45641,62025,78409,94793,111177,127561,143945,160329,176713,193097,209481,225865,242249,258633,275017,291401,307785,324169,340553,356937,373321,389705,406089,422473,438857,455241,471625,488009,504393,520777,537161,553545,569929,586313,602697,619081,635465,651849,668233,684617,701001,717385,733769,750153,766537,782921,799305,815689,832073,848457,864841,881225,897609,913993,930377,946761,963145,979529,995913,1012297,1028681,1045065,1061449,1077833,1094217,1110601,1126985,1143369,1159753,1176137,1192521,1208905,1225289,1241673,1258057,1274441,1290825,1307209,1323593,1339977,1356361,1372745,1389129,1405513,1421897,1438281,1454665,1471049,1487433,1503817,1520201,1536585,1552969,1569353,1585737,1602121,1618505,1634889
14,21065,53833,86601,119369,152137,184905,217673,250441,283209,315977,348745,381513,414281,447049,479817,512585,545353,578121,610889,643657,676425,709193,741961,774729,807497,840265,873033,905801,938569,971337,1004105,1036873,1069641,1102409,1135177,1167945,1200713,1233481,1266249,1299017,1331785,1364553,1397321,1430089,1462857,1495625,1528393,1561161,1593929,1626697,1659465,1692233,1725001,1757769,1790537,1823305,1856073,1888841,1921609,1954377,1987145,2019913,2052681,2085449,2118217,2150985,2183753,2216521,2249289,2282057,2314825,2347593,2380361,2413129,2445897,2478665,2511433,2544201,2576969,2609737,2642505,2675273,2708041,2740809,2773577,2806345,2839113,2871881,2904649,2937417,2970185,3002953,3035721,3068489,3101257,3134025,3166793,3199561,3232329,3265097
15,4681,70217,135753,201289,266825,332361,397897,463433,528969,594505,660041,725577,791113,856649,922185,987721,1053257,1118793,1184329,1249865,1315401,1380937,1446473,1512009,1577545,1643081,1708617,1774153,1839689,1905225,1970761,2036297,2101833,2167369,2232905,2298441,2363977,2429513,2495049,2560585,2626121,2691657,2757193,2822729,2888265,2953801,3019337,3084873,3150409,3215945,3281481,3347017,3412553,3478089,3543625,3609161,3674697,3740233,3805769,3871305,3936841,4002377,4067913,4133449,4198985,4264521,4330057,4395593,4461129,4526665,4592201,4657737,4723273,4788809,4854345,4919881,4985417,5050953,5116489,5182025,5247561,5313097,5378633,5444169,5509705,5575241,5640777,5706313,5771849,5837385,5902921,5968457,6033993,6099529,6165065,6230601,6296137,6361673,6427209,6492745
16,102985,234057,365129,496201,627273,758345,889417,1020489,1151561,1282633,1413705,1544777,1675849,1806921,1937993,2069065,2200137,2331209,2462281,2593353,2724425,2855497,2986569,3117641,3248713,3379785,3510857,3641929,3773001,3904073,4035145,4166217,4297289,4428361,4559433,4690505,4821577,4952649,5083721,5214793,5345865,5476937,5608009,5739081,5870153,6001225,6132297,6263369,6394441,6525513,6656585,6787657,6918729,7049801,7180873,7311945,7443017,7574089,7705161,7836233,7967305,8098377,8229449,8360521,8491593,8622665,8753737,8884809,9015881,9146953,9278025,9409097,9540169,9671241,9802313,9933385,,,,,,,,,,,,,,,,,,,,,,,,
17,168521,430665,692809,954953,1217097,1479241,1741385,2003529,2265673,2527817,2789961,3052105,3314249,3576393,3838537,4100681,4362825,4624969,4887113,5149257,5411401,5673545,5935689,6197833,6459977,6722121,6984265,7246409,7508553,7770697,8032841,8294985,8557129,8819273,9081417,9343561,9605705,9867849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,37449,561737,1086025,1610313,2134601,2658889,3183177,3707465,4231753,4756041,5280329,5804617,6328905,6853193,7377481,7901769,8426057,8950345,9474633,9998921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,823881,1872457,2921033,3969609,5018185,6066761,7115337,8163913,9212489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1348169,3445321,5542473,7639625,9736777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,299593,4493897,8688201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6591049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2396745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
