r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2503,6599,10695,14791,18887,22983,27079,31175,35271,39367,43463,47559,51655,55751,59847,63943,68039,72135,76231,80327,84423,88519,92615,96711,100807,104903,108999,113095,117191,121287,125383,129479,133575,137671,141767,145863,149959,154055,158151,162247,166343,170439,174535,178631,182727,186823,190919,195015,199111,203207,207303,211399,215495,219591,223687,227783,231879,235975,240071,244167,248263,252359,256455,260551,264647,268743,272839,276935,281031,285127,289223,293319,297415,301511,305607,309703,313799,317895,321991,326087,330183,334279,338375,342471,346567,350663,354759,358855,362951,367047,371143,375239,379335,383431,387527,391623,395719,399815,403911,408007
12,455,8647,16839,25031,33223,41415,49607,57799,65991,74183,82375,90567,98759,106951,115143,123335,131527,139719,147911,156103,164295,172487,180679,188871,197063,205255,213447,221639,229831,238023,246215,254407,262599,270791,278983,287175,295367,303559,311751,319943,328135,336327,344519,352711,360903,369095,377287,385479,393671,401863,410055,418247,426439,434631,442823,451015,459207,467399,475591,483783,491975,500167,508359,516551,524743,532935,541127,549319,557511,565703,573895,582087,590279,598471,606663,614855,623047,631239,639431,647623,655815,664007,672199,680391,688583,696775,704967,713159,721351,729543,737735,745927,754119,762311,770503,778695,786887,795079,803271,811463
13,4551,20935,37319,53703,70087,86471,102855,119239,135623,152007,168391,184775,201159,217543,233927,250311,266695,283079,299463,315847,332231,348615,364999,381383,397767,414151,430535,446919,463303,479687,496071,512455,528839,545223,561607,577991,594375,610759,627143,643527,659911,676295,692679,709063,725447,741831,758215,774599,790983,807367,823751,840135,856519,872903,889287,905671,922055,938439,954823,971207,987591,1003975,1020359,1036743,1053127,1069511,1085895,1102279,1118663,1135047,1151431,1167815,1184199,1200583,1216967,1233351,1249735,1266119,1282503,1298887,1315271,1331655,1348039,1364423,1380807,1397191,1413575,1429959,1446343,1462727,1479111,1495495,1511879,1528263,1544647,1561031,1577415,1593799,1610183,1626567
14,12743,45511,78279,111047,143815,176583,209351,242119,274887,307655,340423,373191,405959,438727,471495,504263,537031,569799,602567,635335,668103,700871,733639,766407,799175,831943,864711,897479,930247,963015,995783,1028551,1061319,1094087,1126855,1159623,1192391,1225159,1257927,1290695,1323463,1356231,1388999,1421767,1454535,1487303,1520071,1552839,1585607,1618375,1651143,1683911,1716679,1749447,1782215,1814983,1847751,1880519,1913287,1946055,1978823,2011591,2044359,2077127,2109895,2142663,2175431,2208199,2240967,2273735,2306503,2339271,2372039,2404807,2437575,2470343,2503111,2535879,2568647,2601415,2634183,2666951,2699719,2732487,2765255,2798023,2830791,2863559,2896327,2929095,2961863,2994631,3027399,3060167,3092935,3125703,3158471,3191239,3224007,3256775
15,61895,127431,192967,258503,324039,389575,455111,520647,586183,651719,717255,782791,848327,913863,979399,1044935,1110471,1176007,1241543,1307079,1372615,1438151,1503687,1569223,1634759,1700295,1765831,1831367,1896903,1962439,2027975,2093511,2159047,2224583,2290119,2355655,2421191,2486727,2552263,2617799,2683335,2748871,2814407,2879943,2945479,3011015,3076551,3142087,3207623,3273159,3338695,3404231,3469767,3535303,3600839,3666375,3731911,3797447,3862983,3928519,3994055,4059591,4125127,4190663,4256199,4321735,4387271,4452807,4518343,4583879,4649415,4714951,4780487,4846023,4911559,4977095,5042631,5108167,5173703,5239239,5304775,5370311,5435847,5501383,5566919,5632455,5697991,5763527,5829063,5894599,5960135,6025671,6091207,6156743,6222279,6287815,6353351,6418887,6484423,6549959
16,94663,225735,356807,487879,618951,750023,881095,1012167,1143239,1274311,1405383,1536455,1667527,1798599,1929671,2060743,2191815,2322887,2453959,2585031,2716103,2847175,2978247,3109319,3240391,3371463,3502535,3633607,3764679,3895751,4026823,4157895,4288967,4420039,4551111,4682183,4813255,4944327,5075399,5206471,5337543,5468615,5599687,5730759,5861831,5992903,6123975,6255047,6386119,6517191,6648263,6779335,6910407,7041479,7172551,7303623,7434695,7565767,7696839,7827911,7958983,8090055,8221127,8352199,8483271,8614343,8745415,8876487,9007559,9138631,9269703,9400775,9531847,9662919,9793991,9925063,10056135,10187207,10318279,10449351,10580423,10711495,10842567,10973639,11104711,11235783,11366855,11497927,11628999,11760071,11891143,12022215,12153287,12284359,12415431,12546503,12677575,12808647,12939719,13070791
17,160199,422343,684487,946631,1208775,1470919,1733063,1995207,2257351,2519495,2781639,3043783,3305927,3568071,3830215,4092359,4354503,4616647,4878791,5140935,5403079,5665223,5927367,6189511,6451655,6713799,6975943,7238087,7500231,7762375,8024519,8286663,8548807,8810951,9073095,9335239,9597383,9859527,10121671,10383815,10645959,10908103,11170247,11432391,11694535,11956679,12218823,12480967,12743111,13005255,13267399,13529543,13791687,14053831,14315975,14578119,14840263,15102407,15364551,15626695,15888839,16150983,16413127,16675271,16937415,17199559,17461703,17723847,17985991,18248135,18510279,18772423,19034567,19296711,19558855,19820999,20083143,20345287,20607431,20869575,21131719,21393863,21656007,21918151,22180295,22442439,22704583,22966727,23228871,23491015,23753159,24015303,24277447,24539591,24801735,25063879,25326023,25588167,25850311,26112455
18,29127,553415,1077703,1601991,2126279,2650567,3174855,3699143,4223431,4747719,5272007,5796295,6320583,6844871,7369159,7893447,8417735,8942023,9466311,9990599,10514887,11039175,11563463,12087751,12612039,13136327,13660615,14184903,14709191,15233479,15757767,16282055,16806343,17330631,17854919,18379207,18903495,19427783,19952071,20476359,21000647,21524935,22049223,22573511,23097799,23622087,24146375,24670663,25194951,25719239,26243527,26767815,27292103,27816391,28340679,28864967,29389255,29913543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,291271,1339847,2388423,3436999,4485575,5534151,6582727,7631303,8679879,9728455,10777031,11825607,12874183,13922759,14971335,16019911,17068487,18117063,19165639,20214215,21262791,22311367,23359943,24408519,25457095,26505671,27554247,28602823,29651399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,815559,2912711,5009863,7107015,9204167,11301319,13398471,15495623,17592775,19689927,21787079,23884231,25981383,28078535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3961287,8155591,12349895,16544199,20738503,24932807,29127111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6058439,14447047,22835655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,10252743,27029959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1864135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,18641351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
