r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
14,28763,61531,94299,127067,159835,192603,225371,258139,290907,323675,356443,389211,421979,454747,487515,520283,553051,585819,618587,651355,684123,716891,749659,782427,815195,847963,880731,913499,946267,979035,1011803,1044571,1077339,1110107,1142875,1175643,1208411,1241179,1273947,1306715,1339483,1372251,1405019,1437787,1470555,1503323,1536091,1568859,1601627,1634395,1667163,1699931,1732699,1765467,1798235,1831003,1863771,1896539,1929307,1962075,1994843,2027611,2060379,2093147,2125915,2158683,2191451,2224219,2256987,2289755,2322523,2355291,2388059,2420827,2453595,2486363,2519131,2551899,2584667,2617435,2650203,2682971,2715739,2748507,2781275,2814043,2846811,2879579,2912347,2945115,2977883,3010651,3043419,3076187,3108955,3141723,3174491,3207259,3240027,3272795
15,12379,77915,143451,208987,274523,340059,405595,471131,536667,602203,667739,733275,798811,864347,929883,995419,1060955,1126491,1192027,1257563,1323099,1388635,1454171,1519707,1585243,1650779,1716315,1781851,1847387,1912923,1978459,2043995,2109531,2175067,2240603,2306139,2371675,2437211,2502747,2568283,2633819,2699355,2764891,2830427,2895963,2961499,3027035,3092571,3158107,3223643,3289179,3354715,3420251,3485787,3551323,3616859,3682395,3747931,3813467,3879003,3944539,4010075,4075611,4141147,4206683,4272219,4337755,4403291,4468827,4534363,4599899,4665435,4730971,4796507,4862043,4927579,4993115,5058651,5124187,5189723,5255259,5320795,5386331,5451867,5517403,5582939,5648475,5714011,5779547,5845083,5910619,5976155,6041691,6107227,6172763,6238299,6303835,6369371,6434907,6500443
16,45147,176219,307291,438363,569435,700507,831579,962651,1093723,1224795,1355867,1486939,1618011,1749083,1880155,2011227,2142299,2273371,2404443,2535515,2666587,2797659,2928731,3059803,3190875,3321947,3453019,3584091,3715163,3846235,3977307,4108379,4239451,4370523,4501595,4632667,4763739,4894811,5025883,5156955,5288027,5419099,5550171,5681243,5812315,5943387,6074459,6205531,6336603,6467675,6598747,6729819,6860891,6991963,7123035,7254107,7385179,7516251,7647323,7778395,7909467,8040539,8171611,8302683,8433755,8564827,8695899,8826971,8958043,9089115,9220187,9351259,9482331,9613403,9744475,9875547,10006619,10137691,10268763,10399835,10530907,10661979,10793051,10924123,11055195,11186267,11317339,11448411,11579483,11710555,11841627,11972699,12103771,12234843,12365915,12496987,12628059,12759131,12890203,13021275
17,241755,503899,766043,1028187,1290331,1552475,1814619,2076763,2338907,2601051,2863195,3125339,3387483,3649627,3911771,4173915,4436059,4698203,4960347,5222491,5484635,5746779,6008923,6271067,6533211,6795355,7057499,7319643,7581787,7843931,8106075,8368219,8630363,8892507,9154651,9416795,9678939,9941083,10203227,10465371,10727515,10989659,11251803,11513947,11776091,12038235,12300379,12562523,12824667,13086811,13348955,13611099,13873243,14135387,14397531,14659675,14921819,15183963,15446107,15708251,15970395,16232539,16494683,16756827,17018971,17281115,17543259,17805403,18067547,18329691,18591835,18853979,19116123,19378267,19640411,19902555,20164699,20426843,20688987,20951131,21213275,21475419,21737563,21999707,22261851,22523995,22786139,23048283,23310427,23572571,23834715,24096859,24359003,24621147,24883291,25145435,25407579,25669723,25931867,26194011
18,110683,634971,1159259,1683547,2207835,2732123,3256411,3780699,4304987,4829275,5353563,5877851,6402139,6926427,7450715,7975003,8499291,9023579,9547867,10072155,10596443,11120731,11645019,12169307,12693595,13217883,13742171,14266459,14790747,15315035,15839323,16363611,16887899,17412187,17936475,18460763,18985051,19509339,20033627,20557915,21082203,21606491,22130779,22655067,23179355,23703643,24227931,24752219,25276507,25800795,26325083,26849371,27373659,27897947,28422235,28946523,29470811,29995099,30519387,31043675,31567963,32092251,32616539,33140827,33665115,34189403,34713691,35237979,35762267,36286555,36810843,37335131,37859419,38383707,38907995,39432283,39956571,40480859,41005147,41529435,42053723,42578011,43102299,43626587,44150875,44675163,45199451,45723739,46248027,46772315,47296603,47820891,48345179,48869467,49393755,49918043,50442331,50966619,51490907,52015195
19,897115,1945691,2994267,4042843,5091419,6139995,7188571,8237147,9285723,10334299,11382875,12431451,13480027,14528603,15577179,16625755,17674331,18722907,19771483,20820059,21868635,22917211,23965787,25014363,26062939,27111515,28160091,29208667,30257243,31305819,32354395,33402971,34451547,35500123,36548699,37597275,38645851,39694427,40743003,41791579,42840155,43888731,44937307,45985883,47034459,48083035,49131611,50180187,51228763,52277339,53325915,54374491,55423067,56471643,57520219,58568795,59617371,60665947,61714523,62763099,63811675,64860251,65908827,66957403,68005979,69054555,70103131,71151707,72200283,73248859,74297435,75346011,76394587,77443163,78491739,79540315,80588891,81637467,82686043,83734619,84783195,85831771,86880347,87928923,88977499,90026075,91074651,92123227,93171803,94220379,95268955,96317531,97366107,98414683,99463259,,,,,
20,1421403,3518555,5615707,7712859,9810011,11907163,14004315,16101467,18198619,20295771,22392923,24490075,26587227,28684379,30781531,32878683,34975835,37072987,39170139,41267291,43364443,45461595,47558747,49655899,51753051,53850203,55947355,58044507,60141659,62238811,64335963,66433115,68530267,70627419,72724571,74821723,76918875,79016027,81113179,83210331,85307483,87404635,89501787,91598939,93696091,95793243,97890395,99987547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2469979,6664283,10858587,15052891,19247195,23441499,27635803,31830107,36024411,40218715,44413019,48607323,52801627,56995931,61190235,65384539,69578843,73773147,77967451,82161755,86356059,90550363,94744667,98938971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4567131,12955739,21344347,29732955,38121563,46510171,54898779,63287387,71675995,80064603,88453211,96841819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8761435,25538651,42315867,59093083,75870299,92647515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,372827,33927259,67481691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17150043,84258907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,50704475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
