r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3565,7661,11757,15853,19949,24045,28141,32237,36333,40429,44525,48621,52717,56813,60909,65005,69101,73197,77293,81389,85485,89581,93677,97773,101869,105965,110061,114157,118253,122349,126445,130541,134637,138733,142829,146925,151021,155117,159213,163309,167405,171501,175597,179693,183789,187885,191981,196077,200173,204269,208365,212461,216557,220653,224749,228845,232941,237037,241133,245229,249325,253421,257517,261613,265709,269805,273901,277997,282093,286189,290285,294381,298477,302573,306669,310765,314861,318957,323053,327149,331245,335341,339437,343533,347629,351725,355821,359917,364013,368109,372205,376301,380397,384493,388589,392685,396781,400877,404973,409069
12,5613,13805,21997,30189,38381,46573,54765,62957,71149,79341,87533,95725,103917,112109,120301,128493,136685,144877,153069,161261,169453,177645,185837,194029,202221,210413,218605,226797,234989,243181,251373,259565,267757,275949,284141,292333,300525,308717,316909,325101,333293,341485,349677,357869,366061,374253,382445,390637,398829,407021,415213,423405,431597,439789,447981,456173,464365,472557,480749,488941,497133,505325,513517,521709,529901,538093,546285,554477,562669,570861,579053,587245,595437,603629,611821,620013,628205,636397,644589,652781,660973,669165,677357,685549,693741,701933,710125,718317,726509,734701,742893,751085,759277,767469,775661,783853,792045,800237,808429,816621
13,1517,17901,34285,50669,67053,83437,99821,116205,132589,148973,165357,181741,198125,214509,230893,247277,263661,280045,296429,312813,329197,345581,361965,378349,394733,411117,427501,443885,460269,476653,493037,509421,525805,542189,558573,574957,591341,607725,624109,640493,656877,673261,689645,706029,722413,738797,755181,771565,787949,804333,820717,837101,853485,869869,886253,902637,919021,935405,951789,968173,984557,1000941,1017325,1033709,1050093,1066477,1082861,1099245,1115629,1132013,1148397,1164781,1181165,1197549,1213933,1230317,1246701,1263085,1279469,1295853,1312237,1328621,1345005,1361389,1377773,1394157,1410541,1426925,1443309,1459693,1476077,1492461,1508845,1525229,1541613,1557997,1574381,1590765,1607149,1623533
14,26093,58861,91629,124397,157165,189933,222701,255469,288237,321005,353773,386541,419309,452077,484845,517613,550381,583149,615917,648685,681453,714221,746989,779757,812525,845293,878061,910829,943597,976365,1009133,1041901,1074669,1107437,1140205,1172973,1205741,1238509,1271277,1304045,1336813,1369581,1402349,1435117,1467885,1500653,1533421,1566189,1598957,1631725,1664493,1697261,1730029,1762797,1795565,1828333,1861101,1893869,1926637,1959405,1992173,2024941,2057709,2090477,2123245,2156013,2188781,2221549,2254317,2287085,2319853,2352621,2385389,2418157,2450925,2483693,2516461,2549229,2581997,2614765,2647533,2680301,2713069,2745837,2778605,2811373,2844141,2876909,2909677,2942445,2975213,3007981,3040749,3073517,3106285,3139053,3171821,3204589,3237357,3270125
15,42477,108013,173549,239085,304621,370157,435693,501229,566765,632301,697837,763373,828909,894445,959981,1025517,1091053,1156589,1222125,1287661,1353197,1418733,1484269,1549805,1615341,1680877,1746413,1811949,1877485,1943021,2008557,2074093,2139629,2205165,2270701,2336237,2401773,2467309,2532845,2598381,2663917,2729453,2794989,2860525,2926061,2991597,3057133,3122669,3188205,3253741,3319277,3384813,3450349,3515885,3581421,3646957,3712493,3778029,3843565,3909101,3974637,4040173,4105709,4171245,4236781,4302317,4367853,4433389,4498925,4564461,4629997,4695533,4761069,4826605,4892141,4957677,5023213,5088749,5154285,5219821,5285357,5350893,5416429,5481965,5547501,5613037,5678573,5744109,5809645,5875181,5940717,6006253,6071789,6137325,6202861,6268397,6333933,6399469,6465005,6530541
16,75245,206317,337389,468461,599533,730605,861677,992749,1123821,1254893,1385965,1517037,1648109,1779181,1910253,2041325,2172397,2303469,2434541,2565613,2696685,2827757,2958829,3089901,3220973,3352045,3483117,3614189,3745261,3876333,4007405,4138477,4269549,4400621,4531693,4662765,4793837,4924909,5055981,5187053,5318125,5449197,5580269,5711341,5842413,5973485,6104557,6235629,6366701,6497773,6628845,6759917,6890989,7022061,7153133,7284205,7415277,7546349,7677421,7808493,7939565,8070637,8201709,8332781,8463853,8594925,8725997,8857069,8988141,9119213,9250285,9381357,9512429,9643501,9774573,9905645,10036717,10167789,10298861,10429933,10561005,10692077,10823149,10954221,11085293,11216365,11347437,11478509,11609581,11740653,11871725,12002797,12133869,12264941,12396013,12527085,12658157,12789229,12920301,13051373
17,140781,402925,665069,927213,1189357,1451501,1713645,1975789,2237933,2500077,2762221,3024365,3286509,3548653,3810797,4072941,4335085,4597229,4859373,5121517,5383661,5645805,5907949,6170093,6432237,6694381,6956525,7218669,7480813,7742957,8005101,8267245,8529389,8791533,9053677,9315821,9577965,9840109,10102253,10364397,10626541,10888685,11150829,11412973,11675117,11937261,12199405,12461549,12723693,12985837,13247981,13510125,13772269,14034413,14296557,14558701,14820845,15082989,15345133,15607277,15869421,16131565,16393709,16655853,16917997,17180141,17442285,17704429,17966573,18228717,18490861,18753005,19015149,19277293,19539437,19801581,20063725,20325869,20588013,20850157,21112301,21374445,21636589,21898733,22160877,22423021,22685165,22947309,23209453,23471597,23733741,23995885,24258029,24520173,24782317,25044461,25306605,25568749,25830893,26093037
18,9709,533997,1058285,1582573,2106861,2631149,3155437,3679725,4204013,4728301,5252589,5776877,6301165,6825453,7349741,7874029,8398317,8922605,9446893,9971181,10495469,11019757,11544045,12068333,12592621,13116909,13641197,14165485,14689773,15214061,15738349,16262637,16786925,17311213,17835501,18359789,18884077,19408365,19932653,20456941,20981229,21505517,22029805,22554093,23078381,23602669,24126957,24651245,25175533,25699821,26224109,26748397,27272685,27796973,28321261,28845549,29369837,29894125,30418413,30942701,31466989,31991277,32515565,33039853,33564141,34088429,34612717,35137005,35661293,36185581,36709869,37234157,37758445,38282733,38807021,39331309,39855597,40379885,40904173,41428461,41952749,42477037,43001325,43525613,44049901,44574189,45098477,45622765,46147053,46671341,47195629,47719917,48244205,48768493,49292781,49817069,50341357,50865645,51389933,51914221
19,796141,1844717,2893293,3941869,4990445,6039021,7087597,8136173,9184749,10233325,11281901,12330477,13379053,14427629,15476205,16524781,17573357,18621933,19670509,20719085,21767661,22816237,23864813,24913389,25961965,27010541,28059117,29107693,30156269,31204845,32253421,33301997,34350573,35399149,36447725,37496301,38544877,39593453,40642029,41690605,42739181,43787757,44836333,45884909,46933485,47982061,49030637,50079213,51127789,52176365,53224941,54273517,55322093,56370669,57419245,58467821,59516397,60564973,61613549,62662125,63710701,64759277,65807853,66856429,67905005,68953581,70002157,71050733,72099309,73147885,74196461,75245037,76293613,77342189,78390765,79439341,80487917,81536493,82585069,83633645,84682221,85730797,86779373,87827949,88876525,89925101,90973677,92022253,93070829,94119405,95167981,96216557,97265133,98313709,99362285,,,,,
20,271853,2369005,4466157,6563309,8660461,10757613,12854765,14951917,17049069,19146221,21243373,23340525,25437677,27534829,29631981,31729133,33826285,35923437,38020589,40117741,42214893,44312045,46409197,48506349,50603501,52700653,54797805,56894957,58992109,61089261,63186413,65283565,67380717,69477869,71575021,73672173,75769325,77866477,79963629,82060781,84157933,86255085,88352237,90449389,92546541,94643693,96740845,98837997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1320429,5514733,9709037,13903341,18097645,22291949,26486253,30680557,34874861,39069165,43263469,47457773,51652077,55846381,60040685,64234989,68429293,72623597,76817901,81012205,85206509,89400813,93595117,97789421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7611885,16000493,24389101,32777709,41166317,49554925,57943533,66332141,74720749,83109357,91497965,99886573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3417581,20194797,36972013,53749229,70526445,87303661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11806189,45360621,78915053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28583405,95692269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,62137837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
