r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
14,29491,62259,95027,127795,160563,193331,226099,258867,291635,324403,357171,389939,422707,455475,488243,521011,553779,586547,619315,652083,684851,717619,750387,783155,815923,848691,881459,914227,946995,979763,1012531,1045299,1078067,1110835,1143603,1176371,1209139,1241907,1274675,1307443,1340211,1372979,1405747,1438515,1471283,1504051,1536819,1569587,1602355,1635123,1667891,1700659,1733427,1766195,1798963,1831731,1864499,1897267,1930035,1962803,1995571,2028339,2061107,2093875,2126643,2159411,2192179,2224947,2257715,2290483,2323251,2356019,2388787,2421555,2454323,2487091,2519859,2552627,2585395,2618163,2650931,2683699,2716467,2749235,2782003,2814771,2847539,2880307,2913075,2945843,2978611,3011379,3044147,3076915,3109683,3142451,3175219,3207987,3240755,3273523
15,45875,111411,176947,242483,308019,373555,439091,504627,570163,635699,701235,766771,832307,897843,963379,1028915,1094451,1159987,1225523,1291059,1356595,1422131,1487667,1553203,1618739,1684275,1749811,1815347,1880883,1946419,2011955,2077491,2143027,2208563,2274099,2339635,2405171,2470707,2536243,2601779,2667315,2732851,2798387,2863923,2929459,2994995,3060531,3126067,3191603,3257139,3322675,3388211,3453747,3519283,3584819,3650355,3715891,3781427,3846963,3912499,3978035,4043571,4109107,4174643,4240179,4305715,4371251,4436787,4502323,4567859,4633395,4698931,4764467,4830003,4895539,4961075,5026611,5092147,5157683,5223219,5288755,5354291,5419827,5485363,5550899,5616435,5681971,5747507,5813043,5878579,5944115,6009651,6075187,6140723,6206259,6271795,6337331,6402867,6468403,6533939
16,13107,144179,275251,406323,537395,668467,799539,930611,1061683,1192755,1323827,1454899,1585971,1717043,1848115,1979187,2110259,2241331,2372403,2503475,2634547,2765619,2896691,3027763,3158835,3289907,3420979,3552051,3683123,3814195,3945267,4076339,4207411,4338483,4469555,4600627,4731699,4862771,4993843,5124915,5255987,5387059,5518131,5649203,5780275,5911347,6042419,6173491,6304563,6435635,6566707,6697779,6828851,6959923,7090995,7222067,7353139,7484211,7615283,7746355,7877427,8008499,8139571,8270643,8401715,8532787,8663859,8794931,8926003,9057075,9188147,9319219,9450291,9581363,9712435,9843507,9974579,,,,,,,,,,,,,,,,,,,,,,,
17,78643,340787,602931,865075,1127219,1389363,1651507,1913651,2175795,2437939,2700083,2962227,3224371,3486515,3748659,4010803,4272947,4535091,4797235,5059379,5321523,5583667,5845811,6107955,6370099,6632243,6894387,7156531,7418675,7680819,7942963,8205107,8467251,8729395,8991539,9253683,9515827,9777971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,471859,996147,1520435,2044723,2569011,3093299,3617587,4141875,4666163,5190451,5714739,6239027,6763315,7287603,7811891,8336179,8860467,9384755,9909043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,734003,1782579,2831155,3879731,4928307,5976883,7025459,8074035,9122611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,209715,2306867,4404019,6501171,8598323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1258291,5452595,9646899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7549747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3355443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
