r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,305,4401,8497,12593,16689,20785,24881,28977,33073,37169,41265,45361,49457,53553,57649,61745,65841,69937,74033,78129,82225,86321,90417,94513,98609,102705,106801,110897,114993,119089,123185,127281,131377,135473,139569,143665,147761,151857,155953,160049,164145,168241,172337,176433,180529,184625,188721,192817,196913,201009,205105,209201,213297,217393,221489,225585,229681,233777,237873,241969,246065,250161,254257,258353,262449,266545,270641,274737,278833,282929,287025,291121,295217,299313,303409,307505,311601,315697,319793,323889,327985,332081,336177,340273,344369,348465,352561,356657,360753,364849,368945,373041,377137,381233,385329,389425,393521,397617,401713,405809
12,2353,10545,18737,26929,35121,43313,51505,59697,67889,76081,84273,92465,100657,108849,117041,125233,133425,141617,149809,158001,166193,174385,182577,190769,198961,207153,215345,223537,231729,239921,248113,256305,264497,272689,280881,289073,297265,305457,313649,321841,330033,338225,346417,354609,362801,370993,379185,387377,395569,403761,411953,420145,428337,436529,444721,452913,461105,469297,477489,485681,493873,502065,510257,518449,526641,534833,543025,551217,559409,567601,575793,583985,592177,600369,608561,616753,624945,633137,641329,649521,657713,665905,674097,682289,690481,698673,706865,715057,723249,731441,739633,747825,756017,764209,772401,780593,788785,796977,805169,813361
13,6449,22833,39217,55601,71985,88369,104753,121137,137521,153905,170289,186673,203057,219441,235825,252209,268593,284977,301361,317745,334129,350513,366897,383281,399665,416049,432433,448817,465201,481585,497969,514353,530737,547121,563505,579889,596273,612657,629041,645425,661809,678193,694577,710961,727345,743729,760113,776497,792881,809265,825649,842033,858417,874801,891185,907569,923953,940337,956721,973105,989489,1005873,1022257,1038641,1055025,1071409,1087793,1104177,1120561,1136945,1153329,1169713,1186097,1202481,1218865,1235249,1251633,1268017,1284401,1300785,1317169,1333553,1349937,1366321,1382705,1399089,1415473,1431857,1448241,1464625,1481009,1497393,1513777,1530161,1546545,1562929,1579313,1595697,1612081,1628465
14,31025,63793,96561,129329,162097,194865,227633,260401,293169,325937,358705,391473,424241,457009,489777,522545,555313,588081,620849,653617,686385,719153,751921,784689,817457,850225,882993,915761,948529,981297,1014065,1046833,1079601,1112369,1145137,1177905,1210673,1243441,1276209,1308977,1341745,1374513,1407281,1440049,1472817,1505585,1538353,1571121,1603889,1636657,1669425,1702193,1734961,1767729,1800497,1833265,1866033,1898801,1931569,1964337,1997105,2029873,2062641,2095409,2128177,2160945,2193713,2226481,2259249,2292017,2324785,2357553,2390321,2423089,2455857,2488625,2521393,2554161,2586929,2619697,2652465,2685233,2718001,2750769,2783537,2816305,2849073,2881841,2914609,2947377,2980145,3012913,3045681,3078449,3111217,3143985,3176753,3209521,3242289,3275057
15,14641,80177,145713,211249,276785,342321,407857,473393,538929,604465,670001,735537,801073,866609,932145,997681,1063217,1128753,1194289,1259825,1325361,1390897,1456433,1521969,1587505,1653041,1718577,1784113,1849649,1915185,1980721,2046257,2111793,2177329,2242865,2308401,2373937,2439473,2505009,2570545,2636081,2701617,2767153,2832689,2898225,2963761,3029297,3094833,3160369,3225905,3291441,3356977,3422513,3488049,3553585,3619121,3684657,3750193,3815729,3881265,3946801,4012337,4077873,4143409,4208945,4274481,4340017,4405553,4471089,4536625,4602161,4667697,4733233,4798769,4864305,4929841,4995377,5060913,5126449,5191985,5257521,5323057,5388593,5454129,5519665,5585201,5650737,5716273,5781809,5847345,5912881,5978417,6043953,6109489,6175025,6240561,6306097,6371633,6437169,6502705
16,112945,244017,375089,506161,637233,768305,899377,1030449,1161521,1292593,1423665,1554737,1685809,1816881,1947953,2079025,2210097,2341169,2472241,2603313,2734385,2865457,2996529,3127601,3258673,3389745,3520817,3651889,3782961,3914033,4045105,4176177,4307249,4438321,4569393,4700465,4831537,4962609,5093681,5224753,5355825,5486897,5617969,5749041,5880113,6011185,6142257,6273329,6404401,6535473,6666545,6797617,6928689,7059761,7190833,7321905,7452977,7584049,7715121,7846193,7977265,8108337,8239409,8370481,8501553,8632625,8763697,8894769,9025841,9156913,9287985,9419057,9550129,9681201,9812273,9943345,10074417,10205489,10336561,10467633,10598705,10729777,10860849,10991921,11122993,11254065,11385137,11516209,11647281,11778353,11909425,12040497,12171569,12302641,12433713,12564785,12695857,12826929,12958001,13089073
17,47409,309553,571697,833841,1095985,1358129,1620273,1882417,2144561,2406705,2668849,2930993,3193137,3455281,3717425,3979569,4241713,4503857,4766001,5028145,5290289,5552433,5814577,6076721,6338865,6601009,6863153,7125297,7387441,7649585,7911729,8173873,8436017,8698161,8960305,9222449,9484593,9746737,10008881,10271025,10533169,10795313,11057457,11319601,11581745,11843889,12106033,12368177,12630321,12892465,13154609,13416753,13678897,13941041,14203185,14465329,14727473,14989617,15251761,15513905,15776049,16038193,16300337,16562481,16824625,17086769,17348913,17611057,17873201,18135345,18397489,18659633,18921777,19183921,19446065,19708209,19970353,20232497,20494641,20756785,21018929,21281073,21543217,21805361,22067505,22329649,22591793,22853937,23116081,23378225,23640369,23902513,24164657,24426801,24688945,24951089,25213233,25475377,25737521,25999665
18,440625,964913,1489201,2013489,2537777,3062065,3586353,4110641,4634929,5159217,5683505,6207793,6732081,7256369,7780657,8304945,8829233,9353521,9877809,10402097,10926385,11450673,11974961,12499249,13023537,13547825,14072113,14596401,15120689,15644977,16169265,16693553,17217841,17742129,18266417,18790705,19314993,19839281,20363569,20887857,21412145,21936433,22460721,22985009,23509297,24033585,24557873,25082161,25606449,26130737,26655025,27179313,27703601,28227889,28752177,29276465,29800753,30325041,30849329,31373617,31897905,32422193,32946481,33470769,33995057,34519345,35043633,35567921,36092209,36616497,37140785,37665073,38189361,38713649,39237937,39762225,40286513,40810801,41335089,41859377,42383665,42907953,43432241,43956529,44480817,45005105,45529393,46053681,46577969,47102257,47626545,48150833,48675121,49199409,49723697,50247985,50772273,51296561,51820849,52345137
19,702769,1751345,2799921,3848497,4897073,5945649,6994225,8042801,9091377,10139953,11188529,12237105,13285681,14334257,15382833,16431409,17479985,18528561,19577137,20625713,21674289,22722865,23771441,24820017,25868593,26917169,27965745,29014321,30062897,31111473,32160049,33208625,34257201,35305777,36354353,37402929,38451505,39500081,40548657,41597233,42645809,43694385,44742961,45791537,46840113,47888689,48937265,49985841,51034417,52082993,53131569,54180145,55228721,56277297,57325873,58374449,59423025,60471601,61520177,62568753,63617329,64665905,65714481,66763057,67811633,68860209,69908785,70957361,72005937,73054513,74103089,75151665,76200241,77248817,78297393,79345969,80394545,81443121,82491697,83540273,84588849,85637425,86686001,87734577,88783153,89831729,90880305,91928881,92977457,94026033,95074609,96123185,97171761,98220337,99268913,,,,,
20,1227057,3324209,5421361,7518513,9615665,11712817,13809969,15907121,18004273,20101425,22198577,24295729,26392881,28490033,30587185,32684337,34781489,36878641,38975793,41072945,43170097,45267249,47364401,49461553,51558705,53655857,55753009,57850161,59947313,62044465,64141617,66238769,68335921,70433073,72530225,74627377,76724529,78821681,80918833,83015985,85113137,87210289,89307441,91404593,93501745,95598897,97696049,99793201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2275633,6469937,10664241,14858545,19052849,23247153,27441457,31635761,35830065,40024369,44218673,48412977,52607281,56801585,60995889,65190193,69384497,73578801,77773105,81967409,86161713,90356017,94550321,98744625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4372785,12761393,21150001,29538609,37927217,46315825,54704433,63093041,71481649,79870257,88258865,96647473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,178481,16955697,33732913,50510129,67287345,84064561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25344305,58898737,92453169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,42121521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,75675953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,8567089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
