r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3887,7983,12079,16175,20271,24367,28463,32559,36655,40751,44847,48943,53039,57135,61231,65327,69423,73519,77615,81711,85807,89903,93999,98095,102191,106287,110383,114479,118575,122671,126767,130863,134959,139055,143151,147247,151343,155439,159535,163631,167727,171823,175919,180015,184111,188207,192303,196399,200495,204591,208687,212783,216879,220975,225071,229167,233263,237359,241455,245551,249647,253743,257839,261935,266031,270127,274223,278319,282415,286511,290607,294703,298799,302895,306991,311087,315183,319279,323375,327471,331567,335663,339759,343855,347951,352047,356143,360239,364335,368431,372527,376623,380719,384815,388911,393007,397103,401199,405295,409391
12,5935,14127,22319,30511,38703,46895,55087,63279,71471,79663,87855,96047,104239,112431,120623,128815,137007,145199,153391,161583,169775,177967,186159,194351,202543,210735,218927,227119,235311,243503,251695,259887,268079,276271,284463,292655,300847,309039,317231,325423,333615,341807,349999,358191,366383,374575,382767,390959,399151,407343,415535,423727,431919,440111,448303,456495,464687,472879,481071,489263,497455,505647,513839,522031,530223,538415,546607,554799,562991,571183,579375,587567,595759,603951,612143,620335,628527,636719,644911,653103,661295,669487,677679,685871,694063,702255,710447,718639,726831,735023,743215,751407,759599,767791,775983,784175,792367,800559,808751,816943
13,1839,18223,34607,50991,67375,83759,100143,116527,132911,149295,165679,182063,198447,214831,231215,247599,263983,280367,296751,313135,329519,345903,362287,378671,395055,411439,427823,444207,460591,476975,493359,509743,526127,542511,558895,575279,591663,608047,624431,640815,657199,673583,689967,706351,722735,739119,755503,771887,788271,804655,821039,837423,853807,870191,886575,902959,919343,935727,952111,968495,984879,1001263,1017647,1034031,1050415,1066799,1083183,1099567,1115951,1132335,1148719,1165103,1181487,1197871,1214255,1230639,1247023,1263407,1279791,1296175,1312559,1328943,1345327,1361711,1378095,1394479,1410863,1427247,1443631,1460015,1476399,1492783,1509167,1525551,1541935,1558319,1574703,1591087,1607471,1623855
14,26415,59183,91951,124719,157487,190255,223023,255791,288559,321327,354095,386863,419631,452399,485167,517935,550703,583471,616239,649007,681775,714543,747311,780079,812847,845615,878383,911151,943919,976687,1009455,1042223,1074991,1107759,1140527,1173295,1206063,1238831,1271599,1304367,1337135,1369903,1402671,1435439,1468207,1500975,1533743,1566511,1599279,1632047,1664815,1697583,1730351,1763119,1795887,1828655,1861423,1894191,1926959,1959727,1992495,2025263,2058031,2090799,2123567,2156335,2189103,2221871,2254639,2287407,2320175,2352943,2385711,2418479,2451247,2484015,2516783,2549551,2582319,2615087,2647855,2680623,2713391,2746159,2778927,2811695,2844463,2877231,2909999,2942767,2975535,3008303,3041071,3073839,3106607,3139375,3172143,3204911,3237679,3270447
15,10031,75567,141103,206639,272175,337711,403247,468783,534319,599855,665391,730927,796463,861999,927535,993071,1058607,1124143,1189679,1255215,1320751,1386287,1451823,1517359,1582895,1648431,1713967,1779503,1845039,1910575,1976111,2041647,2107183,2172719,2238255,2303791,2369327,2434863,2500399,2565935,2631471,2697007,2762543,2828079,2893615,2959151,3024687,3090223,3155759,3221295,3286831,3352367,3417903,3483439,3548975,3614511,3680047,3745583,3811119,3876655,3942191,4007727,4073263,4138799,4204335,4269871,4335407,4400943,4466479,4532015,4597551,4663087,4728623,4794159,4859695,4925231,4990767,5056303,5121839,5187375,5252911,5318447,5383983,5449519,5515055,5580591,5646127,5711663,5777199,5842735,5908271,5973807,6039343,6104879,6170415,6235951,6301487,6367023,6432559,6498095
16,108335,239407,370479,501551,632623,763695,894767,1025839,1156911,1287983,1419055,1550127,1681199,1812271,1943343,2074415,2205487,2336559,2467631,2598703,2729775,2860847,2991919,3122991,3254063,3385135,3516207,3647279,3778351,3909423,4040495,4171567,4302639,4433711,4564783,4695855,4826927,4957999,5089071,5220143,5351215,5482287,5613359,5744431,5875503,6006575,6137647,6268719,6399791,6530863,6661935,6793007,6924079,7055151,7186223,7317295,7448367,7579439,7710511,7841583,7972655,8103727,8234799,8365871,8496943,8628015,8759087,8890159,9021231,9152303,9283375,9414447,9545519,9676591,9807663,9938735,10069807,10200879,10331951,10463023,10594095,10725167,10856239,10987311,11118383,11249455,11380527,11511599,11642671,11773743,11904815,12035887,12166959,12298031,12429103,12560175,12691247,12822319,12953391,13084463
17,173871,436015,698159,960303,1222447,1484591,1746735,2008879,2271023,2533167,2795311,3057455,3319599,3581743,3843887,4106031,4368175,4630319,4892463,5154607,5416751,5678895,5941039,6203183,6465327,6727471,6989615,7251759,7513903,7776047,8038191,8300335,8562479,8824623,9086767,9348911,9611055,9873199,10135343,10397487,10659631,10921775,11183919,11446063,11708207,11970351,12232495,12494639,12756783,13018927,13281071,13543215,13805359,14067503,14329647,14591791,14853935,15116079,15378223,15640367,15902511,16164655,16426799,16688943,16951087,17213231,17475375,17737519,17999663,18261807,18523951,18786095,19048239,19310383,19572527,19834671,20096815,20358959,20621103,20883247,21145391,21407535,21669679,21931823,22193967,22456111,22718255,22980399,23242543,23504687,23766831,24028975,24291119,24553263,24815407,25077551,25339695,25601839,25863983,26126127
18,304943,829231,1353519,1877807,2402095,2926383,3450671,3974959,4499247,5023535,5547823,6072111,6596399,7120687,7644975,8169263,8693551,9217839,9742127,10266415,10790703,11314991,11839279,12363567,12887855,13412143,13936431,14460719,14985007,15509295,16033583,16557871,17082159,17606447,18130735,18655023,19179311,19703599,20227887,20752175,21276463,21800751,22325039,22849327,23373615,23897903,24422191,24946479,25470767,25995055,26519343,27043631,27567919,28092207,28616495,29140783,29665071,30189359,30713647,31237935,31762223,32286511,32810799,33335087,33859375,34383663,34907951,35432239,35956527,36480815,37005103,37529391,38053679,38577967,39102255,39626543,40150831,40675119,41199407,41723695,42247983,42772271,43296559,43820847,44345135,44869423,45393711,45917999,46442287,46966575,47490863,48015151,48539439,49063727,49588015,50112303,50636591,51160879,51685167,52209455
19,567087,1615663,2664239,3712815,4761391,5809967,6858543,7907119,8955695,10004271,11052847,12101423,13149999,14198575,15247151,16295727,17344303,18392879,19441455,20490031,21538607,22587183,23635759,24684335,25732911,26781487,27830063,28878639,29927215,30975791,32024367,33072943,34121519,35170095,36218671,37267247,38315823,39364399,40412975,41461551,42510127,43558703,44607279,45655855,46704431,47753007,48801583,49850159,50898735,51947311,52995887,54044463,55093039,56141615,57190191,58238767,59287343,60335919,61384495,62433071,63481647,64530223,65578799,66627375,67675951,68724527,69773103,70821679,71870255,72918831,73967407,75015983,76064559,77113135,78161711,79210287,80258863,81307439,82356015,83404591,84453167,85501743,86550319,87598895,88647471,89696047,90744623,91793199,92841775,93890351,94938927,95987503,97036079,98084655,99133231,,,,,
20,1091375,3188527,5285679,7382831,9479983,11577135,13674287,15771439,17868591,19965743,22062895,24160047,26257199,28354351,30451503,32548655,34645807,36742959,38840111,40937263,43034415,45131567,47228719,49325871,51423023,53520175,55617327,57714479,59811631,61908783,64005935,66103087,68200239,70297391,72394543,74491695,76588847,78685999,80783151,82880303,84977455,87074607,89171759,91268911,93366063,95463215,97560367,99657519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,42799,4237103,8431407,12625711,16820015,21014319,25208623,29402927,33597231,37791535,41985839,46180143,50374447,54568751,58763055,62957359,67151663,71345967,75540271,79734575,83928879,88123183,92317487,96511791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2139951,10528559,18917167,27305775,35694383,44082991,52471599,60860207,69248815,77637423,86026031,94414639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6334255,23111471,39888687,56665903,73443119,90220335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,14722863,48277295,81831727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,65054511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,31500079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,98608943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
