r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2047,6143,10239,14335,18431,22527,26623,30719,34815,38911,43007,47103,51199,55295,59391,63487,67583,71679,75775,79871,83967,88063,92159,96255,100351,104447,108543,112639,116735,120831,124927,129023,133119,137215,141311,145407,149503,153599,157695,161791,165887,169983,174079,178175,182271,186367,190463,194559,198655,202751,206847,210943,215039,219135,223231,227327,231423,235519,239615,243711,247807,251903,255999,260095,264191,268287,272383,276479,280575,284671,288767,292863,296959,301055,305151,309247,313343,317439,321535,325631,329727,333823,337919,342015,346111,350207,354303,358399,362495,366591,370687,374783,378879,382975,387071,391167,395263,399359,403455,407551
12,4095,12287,20479,28671,36863,45055,53247,61439,69631,77823,86015,94207,102399,110591,118783,126975,135167,143359,151551,159743,167935,176127,184319,192511,200703,208895,217087,225279,233471,241663,249855,258047,266239,274431,282623,290815,299007,307199,315391,323583,331775,339967,348159,356351,364543,372735,380927,389119,397311,405503,413695,421887,430079,438271,446463,454655,462847,471039,479231,487423,495615,503807,511999,520191,528383,536575,544767,552959,561151,569343,577535,585727,593919,602111,610303,618495,626687,634879,643071,651263,659455,667647,675839,684031,692223,700415,708607,716799,724991,733183,741375,749567,757759,765951,774143,782335,790527,798719,806911,815103
13,8191,24575,40959,57343,73727,90111,106495,122879,139263,155647,172031,188415,204799,221183,237567,253951,270335,286719,303103,319487,335871,352255,368639,385023,401407,417791,434175,450559,466943,483327,499711,516095,532479,548863,565247,581631,598015,614399,630783,647167,663551,679935,696319,712703,729087,745471,761855,778239,794623,811007,827391,843775,860159,876543,892927,909311,925695,942079,958463,974847,991231,1007615,1023999,1040383,1056767,1073151,1089535,1105919,1122303,1138687,1155071,1171455,1187839,1204223,1220607,1236991,1253375,1269759,1286143,1302527,1318911,1335295,1351679,1368063,1384447,1400831,1417215,1433599,1449983,1466367,1482751,1499135,1515519,1531903,1548287,1564671,1581055,1597439,1613823,1630207
14,16383,49151,81919,114687,147455,180223,212991,245759,278527,311295,344063,376831,409599,442367,475135,507903,540671,573439,606207,638975,671743,704511,737279,770047,802815,835583,868351,901119,933887,966655,999423,1032191,1064959,1097727,1130495,1163263,1196031,1228799,1261567,1294335,1327103,1359871,1392639,1425407,1458175,1490943,1523711,1556479,1589247,1622015,1654783,1687551,1720319,1753087,1785855,1818623,1851391,1884159,1916927,1949695,1982463,2015231,2047999,2080767,2113535,2146303,2179071,2211839,2244607,2277375,2310143,2342911,2375679,2408447,2441215,2473983,2506751,2539519,2572287,2605055,2637823,2670591,2703359,2736127,2768895,2801663,2834431,2867199,2899967,2932735,2965503,2998271,3031039,3063807,3096575,3129343,3162111,3194879,3227647,3260415
15,32767,98303,163839,229375,294911,360447,425983,491519,557055,622591,688127,753663,819199,884735,950271,1015807,1081343,1146879,1212415,1277951,1343487,1409023,1474559,1540095,1605631,1671167,1736703,1802239,1867775,1933311,1998847,2064383,2129919,2195455,2260991,2326527,2392063,2457599,2523135,2588671,2654207,2719743,2785279,2850815,2916351,2981887,3047423,3112959,3178495,3244031,3309567,3375103,3440639,3506175,3571711,3637247,3702783,3768319,3833855,3899391,3964927,4030463,4095999,4161535,4227071,4292607,4358143,4423679,4489215,4554751,4620287,4685823,4751359,4816895,4882431,4947967,5013503,5079039,5144575,5210111,5275647,5341183,5406719,5472255,5537791,5603327,5668863,5734399,5799935,5865471,5931007,5996543,6062079,6127615,6193151,6258687,6324223,6389759,6455295,6520831
16,65535,196607,327679,458751,589823,720895,851967,983039,1114111,1245183,1376255,1507327,1638399,1769471,1900543,2031615,2162687,2293759,2424831,2555903,2686975,2818047,2949119,3080191,3211263,3342335,3473407,3604479,3735551,3866623,3997695,4128767,4259839,4390911,4521983,4653055,4784127,4915199,5046271,5177343,5308415,5439487,5570559,5701631,5832703,5963775,6094847,6225919,6356991,6488063,6619135,6750207,6881279,7012351,7143423,7274495,7405567,7536639,7667711,7798783,7929855,8060927,8191999,8323071,8454143,8585215,8716287,8847359,8978431,9109503,9240575,9371647,9502719,9633791,9764863,9895935,,,,,,,,,,,,,,,,,,,,,,,,
17,131071,393215,655359,917503,1179647,1441791,1703935,1966079,2228223,2490367,2752511,3014655,3276799,3538943,3801087,4063231,4325375,4587519,4849663,5111807,5373951,5636095,5898239,6160383,6422527,6684671,6946815,7208959,7471103,7733247,7995391,8257535,8519679,8781823,9043967,9306111,9568255,9830399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,262143,786431,1310719,1835007,2359295,2883583,3407871,3932159,4456447,4980735,5505023,6029311,6553599,7077887,7602175,8126463,8650751,9175039,9699327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,524287,1572863,2621439,3670015,4718591,5767167,6815743,7864319,8912895,9961471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1048575,3145727,5242879,7340031,9437183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2097151,6291455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4194303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8388607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
