r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3557,7653,11749,15845,19941,24037,28133,32229,36325,40421,44517,48613,52709,56805,60901,64997,69093,73189,77285,81381,85477,89573,93669,97765,101861,105957,110053,114149,118245,122341,126437,130533,134629,138725,142821,146917,151013,155109,159205,163301,167397,171493,175589,179685,183781,187877,191973,196069,200165,204261,208357,212453,216549,220645,224741,228837,232933,237029,241125,245221,249317,253413,257509,261605,265701,269797,273893,277989,282085,286181,290277,294373,298469,302565,306661,310757,314853,318949,323045,327141,331237,335333,339429,343525,347621,351717,355813,359909,364005,368101,372197,376293,380389,384485,388581,392677,396773,400869,404965,409061
12,1509,9701,17893,26085,34277,42469,50661,58853,67045,75237,83429,91621,99813,108005,116197,124389,132581,140773,148965,157157,165349,173541,181733,189925,198117,206309,214501,222693,230885,239077,247269,255461,263653,271845,280037,288229,296421,304613,312805,320997,329189,337381,345573,353765,361957,370149,378341,386533,394725,402917,411109,419301,427493,435685,443877,452069,460261,468453,476645,484837,493029,501221,509413,517605,525797,533989,542181,550373,558565,566757,574949,583141,591333,599525,607717,615909,624101,632293,640485,648677,656869,665061,673253,681445,689637,697829,706021,714213,722405,730597,738789,746981,755173,763365,771557,779749,787941,796133,804325,812517
13,5605,21989,38373,54757,71141,87525,103909,120293,136677,153061,169445,185829,202213,218597,234981,251365,267749,284133,300517,316901,333285,349669,366053,382437,398821,415205,431589,447973,464357,480741,497125,513509,529893,546277,562661,579045,595429,611813,628197,644581,660965,677349,693733,710117,726501,742885,759269,775653,792037,808421,824805,841189,857573,873957,890341,906725,923109,939493,955877,972261,988645,1005029,1021413,1037797,1054181,1070565,1086949,1103333,1119717,1136101,1152485,1168869,1185253,1201637,1218021,1234405,1250789,1267173,1283557,1299941,1316325,1332709,1349093,1365477,1381861,1398245,1414629,1431013,1447397,1463781,1480165,1496549,1512933,1529317,1545701,1562085,1578469,1594853,1611237,1627621
14,30181,62949,95717,128485,161253,194021,226789,259557,292325,325093,357861,390629,423397,456165,488933,521701,554469,587237,620005,652773,685541,718309,751077,783845,816613,849381,882149,914917,947685,980453,1013221,1045989,1078757,1111525,1144293,1177061,1209829,1242597,1275365,1308133,1340901,1373669,1406437,1439205,1471973,1504741,1537509,1570277,1603045,1635813,1668581,1701349,1734117,1766885,1799653,1832421,1865189,1897957,1930725,1963493,1996261,2029029,2061797,2094565,2127333,2160101,2192869,2225637,2258405,2291173,2323941,2356709,2389477,2422245,2455013,2487781,2520549,2553317,2586085,2618853,2651621,2684389,2717157,2749925,2782693,2815461,2848229,2880997,2913765,2946533,2979301,3012069,3044837,3077605,3110373,3143141,3175909,3208677,3241445,3274213
15,46565,112101,177637,243173,308709,374245,439781,505317,570853,636389,701925,767461,832997,898533,964069,1029605,1095141,1160677,1226213,1291749,1357285,1422821,1488357,1553893,1619429,1684965,1750501,1816037,1881573,1947109,2012645,2078181,2143717,2209253,2274789,2340325,2405861,2471397,2536933,2602469,2668005,2733541,2799077,2864613,2930149,2995685,3061221,3126757,3192293,3257829,3323365,3388901,3454437,3519973,3585509,3651045,3716581,3782117,3847653,3913189,3978725,4044261,4109797,4175333,4240869,4306405,4371941,4437477,4503013,4568549,4634085,4699621,4765157,4830693,4896229,4961765,5027301,5092837,5158373,5223909,5289445,5354981,5420517,5486053,5551589,5617125,5682661,5748197,5813733,5879269,5944805,6010341,6075877,6141413,6206949,6272485,6338021,6403557,6469093,6534629
16,79333,210405,341477,472549,603621,734693,865765,996837,1127909,1258981,1390053,1521125,1652197,1783269,1914341,2045413,2176485,2307557,2438629,2569701,2700773,2831845,2962917,3093989,3225061,3356133,3487205,3618277,3749349,3880421,4011493,4142565,4273637,4404709,4535781,4666853,4797925,4928997,5060069,5191141,5322213,5453285,5584357,5715429,5846501,5977573,6108645,6239717,6370789,6501861,6632933,6764005,6895077,7026149,7157221,7288293,7419365,7550437,7681509,7812581,7943653,8074725,8205797,8336869,8467941,8599013,8730085,8861157,8992229,9123301,9254373,9385445,9516517,9647589,9778661,9909733,10040805,10171877,10302949,10434021,10565093,10696165,10827237,10958309,11089381,11220453,11351525,11482597,11613669,11744741,11875813,12006885,12137957,12269029,12400101,12531173,12662245,12793317,12924389,13055461
17,144869,407013,669157,931301,1193445,1455589,1717733,1979877,2242021,2504165,2766309,3028453,3290597,3552741,3814885,4077029,4339173,4601317,4863461,5125605,5387749,5649893,5912037,6174181,6436325,6698469,6960613,7222757,7484901,7747045,8009189,8271333,8533477,8795621,9057765,9319909,9582053,9844197,10106341,10368485,10630629,10892773,11154917,11417061,11679205,11941349,12203493,12465637,12727781,12989925,13252069,13514213,13776357,14038501,14300645,14562789,14824933,15087077,15349221,15611365,15873509,16135653,16397797,16659941,16922085,17184229,17446373,17708517,17970661,18232805,18494949,18757093,19019237,19281381,19543525,19805669,20067813,20329957,20592101,20854245,21116389,21378533,21640677,21902821,22164965,22427109,22689253,22951397,23213541,23475685,23737829,23999973,24262117,24524261,24786405,25048549,25310693,25572837,25834981,26097125
18,13797,538085,1062373,1586661,2110949,2635237,3159525,3683813,4208101,4732389,5256677,5780965,6305253,6829541,7353829,7878117,8402405,8926693,9450981,9975269,10499557,11023845,11548133,12072421,12596709,13120997,13645285,14169573,14693861,15218149,15742437,16266725,16791013,17315301,17839589,18363877,18888165,19412453,19936741,20461029,20985317,21509605,22033893,22558181,23082469,23606757,24131045,24655333,25179621,25703909,26228197,26752485,27276773,27801061,28325349,28849637,29373925,29898213,30422501,30946789,31471077,31995365,32519653,33043941,33568229,34092517,34616805,35141093,35665381,36189669,36713957,37238245,37762533,38286821,38811109,39335397,39859685,40383973,40908261,41432549,41956837,42481125,43005413,43529701,44053989,44578277,45102565,45626853,46151141,46675429,47199717,47724005,48248293,48772581,49296869,49821157,50345445,50869733,51394021,51918309
19,800229,1848805,2897381,3945957,4994533,6043109,7091685,8140261,9188837,10237413,11285989,12334565,13383141,14431717,15480293,16528869,17577445,18626021,19674597,20723173,21771749,22820325,23868901,24917477,25966053,27014629,28063205,29111781,30160357,31208933,32257509,33306085,34354661,35403237,36451813,37500389,38548965,39597541,40646117,41694693,42743269,43791845,44840421,45888997,46937573,47986149,49034725,50083301,51131877,52180453,53229029,54277605,55326181,56374757,57423333,58471909,59520485,60569061,61617637,62666213,63714789,64763365,65811941,66860517,67909093,68957669,70006245,71054821,72103397,73151973,74200549,75249125,76297701,77346277,78394853,79443429,80492005,81540581,82589157,83637733,84686309,85734885,86783461,87832037,88880613,89929189,90977765,92026341,93074917,94123493,95172069,96220645,97269221,98317797,99366373,,,,,
20,275941,2373093,4470245,6567397,8664549,10761701,12858853,14956005,17053157,19150309,21247461,23344613,25441765,27538917,29636069,31733221,33830373,35927525,38024677,40121829,42218981,44316133,46413285,48510437,50607589,52704741,54801893,56899045,58996197,61093349,63190501,65287653,67384805,69481957,71579109,73676261,75773413,77870565,79967717,82064869,84162021,86259173,88356325,90453477,92550629,94647781,96744933,98842085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3421669,7615973,11810277,16004581,20198885,24393189,28587493,32781797,36976101,41170405,45364709,49559013,53753317,57947621,62141925,66336229,70530533,74724837,78919141,83113445,87307749,91502053,95696357,99890661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5518821,13907429,22296037,30684645,39073253,47461861,55850469,64239077,72627685,81016293,89404901,97793509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1324517,18101733,34878949,51656165,68433381,85210597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,9713125,43267557,76821989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26490341,93599205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,60044773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
