r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,2113,6209,10305,14401,18497,22593,26689,30785,34881,38977,43073,47169,51265,55361,59457,63553,67649,71745,75841,79937,84033,88129,92225,96321,100417,104513,108609,112705,116801,120897,124993,129089,133185,137281,141377,145473,149569,153665,157761,161857,165953,170049,174145,178241,182337,186433,190529,194625,198721,202817,206913,211009,215105,219201,223297,227393,231489,235585,239681,243777,247873,251969,256065,260161,264257,268353,272449,276545,280641,284737,288833,292929,297025,301121,305217,309313,313409,317505,321601,325697,329793,333889,337985,342081,346177,350273,354369,358465,362561,366657,370753,374849,378945,383041,387137,391233,395329,399425,403521,407617
12,65,8257,16449,24641,32833,41025,49217,57409,65601,73793,81985,90177,98369,106561,114753,122945,131137,139329,147521,155713,163905,172097,180289,188481,196673,204865,213057,221249,229441,237633,245825,254017,262209,270401,278593,286785,294977,303169,311361,319553,327745,335937,344129,352321,360513,368705,376897,385089,393281,401473,409665,417857,426049,434241,442433,450625,458817,467009,475201,483393,491585,499777,507969,516161,524353,532545,540737,548929,557121,565313,573505,581697,589889,598081,606273,614465,622657,630849,639041,647233,655425,663617,671809,680001,688193,696385,704577,712769,720961,729153,737345,745537,753729,761921,770113,778305,786497,794689,802881,811073
13,12353,28737,45121,61505,77889,94273,110657,127041,143425,159809,176193,192577,208961,225345,241729,258113,274497,290881,307265,323649,340033,356417,372801,389185,405569,421953,438337,454721,471105,487489,503873,520257,536641,553025,569409,585793,602177,618561,634945,651329,667713,684097,700481,716865,733249,749633,766017,782401,798785,815169,831553,847937,864321,880705,897089,913473,929857,946241,962625,979009,995393,1011777,1028161,1044545,1060929,1077313,1093697,1110081,1126465,1142849,1159233,1175617,1192001,1208385,1224769,1241153,1257537,1273921,1290305,1306689,1323073,1339457,1355841,1372225,1388609,1404993,1421377,1437761,1454145,1470529,1486913,1503297,1519681,1536065,1552449,1568833,1585217,1601601,1617985,1634369
14,20545,53313,86081,118849,151617,184385,217153,249921,282689,315457,348225,380993,413761,446529,479297,512065,544833,577601,610369,643137,675905,708673,741441,774209,806977,839745,872513,905281,938049,970817,1003585,1036353,1069121,1101889,1134657,1167425,1200193,1232961,1265729,1298497,1331265,1364033,1396801,1429569,1462337,1495105,1527873,1560641,1593409,1626177,1658945,1691713,1724481,1757249,1790017,1822785,1855553,1888321,1921089,1953857,1986625,2019393,2052161,2084929,2117697,2150465,2183233,2216001,2248769,2281537,2314305,2347073,2379841,2412609,2445377,2478145,2510913,2543681,2576449,2609217,2641985,2674753,2707521,2740289,2773057,2805825,2838593,2871361,2904129,2936897,2969665,3002433,3035201,3067969,3100737,3133505,3166273,3199041,3231809,3264577
15,36929,102465,168001,233537,299073,364609,430145,495681,561217,626753,692289,757825,823361,888897,954433,1019969,1085505,1151041,1216577,1282113,1347649,1413185,1478721,1544257,1609793,1675329,1740865,1806401,1871937,1937473,2003009,2068545,2134081,2199617,2265153,2330689,2396225,2461761,2527297,2592833,2658369,2723905,2789441,2854977,2920513,2986049,3051585,3117121,3182657,3248193,3313729,3379265,3444801,3510337,3575873,3641409,3706945,3772481,3838017,3903553,3969089,4034625,4100161,4165697,4231233,4296769,4362305,4427841,4493377,4558913,4624449,4689985,4755521,4821057,4886593,4952129,5017665,5083201,5148737,5214273,5279809,5345345,5410881,5476417,5541953,5607489,5673025,5738561,5804097,5869633,5935169,6000705,6066241,6131777,6197313,6262849,6328385,6393921,6459457,6524993
16,69697,200769,331841,462913,593985,725057,856129,987201,1118273,1249345,1380417,1511489,1642561,1773633,1904705,2035777,2166849,2297921,2428993,2560065,2691137,2822209,2953281,3084353,3215425,3346497,3477569,3608641,3739713,3870785,4001857,4132929,4264001,4395073,4526145,4657217,4788289,4919361,5050433,5181505,5312577,5443649,5574721,5705793,5836865,5967937,6099009,6230081,6361153,6492225,6623297,6754369,6885441,7016513,7147585,7278657,7409729,7540801,7671873,7802945,7934017,8065089,8196161,8327233,8458305,8589377,8720449,8851521,8982593,9113665,9244737,9375809,9506881,9637953,9769025,9900097,10031169,10162241,10293313,10424385,10555457,10686529,10817601,10948673,11079745,11210817,11341889,11472961,11604033,11735105,11866177,11997249,12128321,12259393,12390465,12521537,12652609,12783681,12914753,13045825
17,135233,397377,659521,921665,1183809,1445953,1708097,1970241,2232385,2494529,2756673,3018817,3280961,3543105,3805249,4067393,4329537,4591681,4853825,5115969,5378113,5640257,5902401,6164545,6426689,6688833,6950977,7213121,7475265,7737409,7999553,8261697,8523841,8785985,9048129,9310273,9572417,9834561,10096705,10358849,10620993,10883137,11145281,11407425,11669569,11931713,12193857,12456001,12718145,12980289,13242433,13504577,13766721,14028865,14291009,14553153,14815297,15077441,15339585,15601729,15863873,16126017,16388161,16650305,16912449,17174593,17436737,17698881,17961025,18223169,18485313,18747457,19009601,19271745,19533889,19796033,20058177,20320321,20582465,20844609,21106753,21368897,21631041,21893185,22155329,22417473,22679617,22941761,23203905,23466049,23728193,23990337,24252481,24514625,24776769,25038913,25301057,25563201,25825345,26087489
18,4161,528449,1052737,1577025,2101313,2625601,3149889,3674177,4198465,4722753,5247041,5771329,6295617,6819905,7344193,7868481,8392769,8917057,9441345,9965633,10489921,11014209,11538497,12062785,12587073,13111361,13635649,14159937,14684225,15208513,15732801,16257089,16781377,17305665,17829953,18354241,18878529,19402817,19927105,20451393,20975681,21499969,22024257,22548545,23072833,23597121,24121409,24645697,25169985,25694273,26218561,26742849,27267137,27791425,28315713,28840001,29364289,29888577,30412865,30937153,31461441,31985729,32510017,33034305,33558593,34082881,34607169,35131457,35655745,36180033,36704321,37228609,37752897,38277185,38801473,39325761,39850049,40374337,40898625,41422913,41947201,42471489,42995777,43520065,44044353,44568641,45092929,45617217,46141505,46665793,47190081,47714369,48238657,48762945,49287233,49811521,50335809,50860097,51384385,51908673
19,790593,1839169,2887745,3936321,4984897,6033473,7082049,8130625,9179201,10227777,11276353,12324929,13373505,14422081,15470657,16519233,17567809,18616385,19664961,20713537,21762113,22810689,23859265,24907841,25956417,27004993,28053569,29102145,30150721,31199297,32247873,33296449,34345025,35393601,36442177,37490753,38539329,39587905,40636481,41685057,42733633,43782209,44830785,45879361,46927937,47976513,49025089,50073665,51122241,52170817,53219393,54267969,55316545,56365121,57413697,58462273,59510849,60559425,61608001,62656577,63705153,64753729,65802305,66850881,67899457,68948033,69996609,71045185,72093761,73142337,74190913,75239489,76288065,77336641,78385217,79433793,80482369,81530945,82579521,83628097,84676673,85725249,86773825,87822401,88870977,89919553,90968129,92016705,93065281,94113857,95162433,96211009,97259585,98308161,99356737,,,,,
20,1314881,3412033,5509185,7606337,9703489,11800641,13897793,15994945,18092097,20189249,22286401,24383553,26480705,28577857,30675009,32772161,34869313,36966465,39063617,41160769,43257921,45355073,47452225,49549377,51646529,53743681,55840833,57937985,60035137,62132289,64229441,66326593,68423745,70520897,72618049,74715201,76812353,78909505,81006657,83103809,85200961,87298113,89395265,91492417,93589569,95686721,97783873,99881025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2363457,6557761,10752065,14946369,19140673,23334977,27529281,31723585,35917889,40112193,44306497,48500801,52695105,56889409,61083713,65278017,69472321,73666625,77860929,82055233,86249537,90443841,94638145,98832449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4460609,12849217,21237825,29626433,38015041,46403649,54792257,63180865,71569473,79958081,88346689,96735297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8654913,25432129,42209345,58986561,75763777,92540993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,266305,33820737,67375169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,50597953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,84152385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,17043521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
