r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,1055,5151,9247,13343,17439,21535,25631,29727,33823,37919,42015,46111,50207,54303,58399,62495,66591,70687,74783,78879,82975,87071,91167,95263,99359,103455,107551,111647,115743,119839,123935,128031,132127,136223,140319,144415,148511,152607,156703,160799,164895,168991,173087,177183,181279,185375,189471,193567,197663,201759,205855,209951,214047,218143,222239,226335,230431,234527,238623,242719,246815,250911,255007,259103,263199,267295,271391,275487,279583,283679,287775,291871,295967,300063,304159,308255,312351,316447,320543,324639,328735,332831,336927,341023,345119,349215,353311,357407,361503,365599,369695,373791,377887,381983,386079,390175,394271,398367,402463,406559
12,3103,11295,19487,27679,35871,44063,52255,60447,68639,76831,85023,93215,101407,109599,117791,125983,134175,142367,150559,158751,166943,175135,183327,191519,199711,207903,216095,224287,232479,240671,248863,257055,265247,273439,281631,289823,298015,306207,314399,322591,330783,338975,347167,355359,363551,371743,379935,388127,396319,404511,412703,420895,429087,437279,445471,453663,461855,470047,478239,486431,494623,502815,511007,519199,527391,535583,543775,551967,560159,568351,576543,584735,592927,601119,609311,617503,625695,633887,642079,650271,658463,666655,674847,683039,691231,699423,707615,715807,723999,732191,740383,748575,756767,764959,773151,781343,789535,797727,805919,814111
13,7199,23583,39967,56351,72735,89119,105503,121887,138271,154655,171039,187423,203807,220191,236575,252959,269343,285727,302111,318495,334879,351263,367647,384031,400415,416799,433183,449567,465951,482335,498719,515103,531487,547871,564255,580639,597023,613407,629791,646175,662559,678943,695327,711711,728095,744479,760863,777247,793631,810015,826399,842783,859167,875551,891935,908319,924703,941087,957471,973855,990239,1006623,1023007,1039391,1055775,1072159,1088543,1104927,1121311,1137695,1154079,1170463,1186847,1203231,1219615,1235999,1252383,1268767,1285151,1301535,1317919,1334303,1350687,1367071,1383455,1399839,1416223,1432607,1448991,1465375,1481759,1498143,1514527,1530911,1547295,1563679,1580063,1596447,1612831,1629215
14,15391,48159,80927,113695,146463,179231,211999,244767,277535,310303,343071,375839,408607,441375,474143,506911,539679,572447,605215,637983,670751,703519,736287,769055,801823,834591,867359,900127,932895,965663,998431,1031199,1063967,1096735,1129503,1162271,1195039,1227807,1260575,1293343,1326111,1358879,1391647,1424415,1457183,1489951,1522719,1555487,1588255,1621023,1653791,1686559,1719327,1752095,1784863,1817631,1850399,1883167,1915935,1948703,1981471,2014239,2047007,2079775,2112543,2145311,2178079,2210847,2243615,2276383,2309151,2341919,2374687,2407455,2440223,2472991,2505759,2538527,2571295,2604063,2636831,2669599,2702367,2735135,2767903,2800671,2833439,2866207,2898975,2931743,2964511,2997279,3030047,3062815,3095583,3128351,3161119,3193887,3226655,3259423
15,64543,130079,195615,261151,326687,392223,457759,523295,588831,654367,719903,785439,850975,916511,982047,1047583,1113119,1178655,1244191,1309727,1375263,1440799,1506335,1571871,1637407,1702943,1768479,1834015,1899551,1965087,2030623,2096159,2161695,2227231,2292767,2358303,2423839,2489375,2554911,2620447,2685983,2751519,2817055,2882591,2948127,3013663,3079199,3144735,3210271,3275807,3341343,3406879,3472415,3537951,3603487,3669023,3734559,3800095,3865631,3931167,3996703,4062239,4127775,4193311,4258847,4324383,4389919,4455455,4520991,4586527,4652063,4717599,4783135,4848671,4914207,4979743,5045279,5110815,5176351,5241887,5307423,5372959,5438495,5504031,5569567,5635103,5700639,5766175,5831711,5897247,5962783,6028319,6093855,6159391,6224927,6290463,6355999,6421535,6487071,6552607
16,97311,228383,359455,490527,621599,752671,883743,1014815,1145887,1276959,1408031,1539103,1670175,1801247,1932319,2063391,2194463,2325535,2456607,2587679,2718751,2849823,2980895,3111967,3243039,3374111,3505183,3636255,3767327,3898399,4029471,4160543,4291615,4422687,4553759,4684831,4815903,4946975,5078047,5209119,5340191,5471263,5602335,5733407,5864479,5995551,6126623,6257695,6388767,6519839,6650911,6781983,6913055,7044127,7175199,7306271,7437343,7568415,7699487,7830559,7961631,8092703,8223775,8354847,8485919,8616991,8748063,8879135,9010207,9141279,9272351,9403423,9534495,9665567,9796639,9927711,10058783,10189855,10320927,10451999,10583071,10714143,10845215,10976287,11107359,11238431,11369503,11500575,11631647,11762719,11893791,12024863,12155935,12287007,12418079,12549151,12680223,12811295,12942367,13073439
17,162847,424991,687135,949279,1211423,1473567,1735711,1997855,2259999,2522143,2784287,3046431,3308575,3570719,3832863,4095007,4357151,4619295,4881439,5143583,5405727,5667871,5930015,6192159,6454303,6716447,6978591,7240735,7502879,7765023,8027167,8289311,8551455,8813599,9075743,9337887,9600031,9862175,10124319,10386463,10648607,10910751,11172895,11435039,11697183,11959327,12221471,12483615,12745759,13007903,13270047,13532191,13794335,14056479,14318623,14580767,14842911,15105055,15367199,15629343,15891487,16153631,16415775,16677919,16940063,17202207,17464351,17726495,17988639,18250783,18512927,18775071,19037215,19299359,19561503,19823647,20085791,20347935,20610079,20872223,21134367,21396511,21658655,21920799,22182943,22445087,22707231,22969375,23231519,23493663,23755807,24017951,24280095,24542239,24804383,25066527,25328671,25590815,25852959,26115103
18,293919,818207,1342495,1866783,2391071,2915359,3439647,3963935,4488223,5012511,5536799,6061087,6585375,7109663,7633951,8158239,8682527,9206815,9731103,10255391,10779679,11303967,11828255,12352543,12876831,13401119,13925407,14449695,14973983,15498271,16022559,16546847,17071135,17595423,18119711,18643999,19168287,19692575,20216863,20741151,21265439,21789727,22314015,22838303,23362591,23886879,24411167,24935455,25459743,25984031,26508319,27032607,27556895,28081183,28605471,29129759,29654047,30178335,30702623,31226911,31751199,32275487,32799775,33324063,33848351,34372639,34896927,35421215,35945503,36469791,36994079,37518367,38042655,38566943,39091231,39615519,40139807,40664095,41188383,41712671,42236959,42761247,43285535,43809823,44334111,44858399,45382687,45906975,46431263,46955551,47479839,48004127,48528415,49052703,49576991,50101279,50625567,51149855,51674143,52198431
19,556063,1604639,2653215,3701791,4750367,5798943,6847519,7896095,8944671,9993247,11041823,12090399,13138975,14187551,15236127,16284703,17333279,18381855,19430431,20479007,21527583,22576159,23624735,24673311,25721887,26770463,27819039,28867615,29916191,30964767,32013343,33061919,34110495,35159071,36207647,37256223,38304799,39353375,40401951,41450527,42499103,43547679,44596255,45644831,46693407,47741983,48790559,49839135,50887711,51936287,52984863,54033439,55082015,56130591,57179167,58227743,59276319,60324895,61373471,62422047,63470623,64519199,65567775,66616351,67664927,68713503,69762079,70810655,71859231,72907807,73956383,75004959,76053535,77102111,78150687,79199263,80247839,81296415,82344991,83393567,84442143,85490719,86539295,87587871,88636447,89685023,90733599,91782175,92830751,93879327,94927903,95976479,97025055,98073631,99122207,100170783,101219359,102267935,103316511,104365087
20,31775,2128927,4226079,6323231,8420383,10517535,12614687,14711839,16808991,18906143,21003295,23100447,25197599,27294751,29391903,31489055,33586207,35683359,37780511,39877663,41974815,44071967,46169119,48266271,50363423,52460575,54557727,56654879,58752031,60849183,62946335,65043487,67140639,69237791,71334943,73432095,75529247,77626399,79723551,81820703,83917855,86015007,88112159,90209311,92306463,94403615,96500767,98597919,100695071,102792223,104889375,106986527,109083679,111180831,113277983,115375135,117472287,119569439,121666591,123763743,125860895,127958047,130055199,132152351,134249503,136346655,138443807,140540959,142638111,144735263,146832415,148929567,151026719,153123871,155221023,157318175,159415327,161512479,163609631,165706783,167803935,169901087,171998239,174095391,176192543,178289695,180386847,182483999,184581151,186678303,188775455,190872607,192969759,195066911,197164063,199261215,201358367,203455519,205552671,207649823
21,1080351,5274655,9468959,13663263,17857567,22051871,26246175,30440479,34634783,38829087,43023391,47217695,51411999,55606303,59800607,63994911,68189215,72383519,76577823,80772127,84966431,89160735,93355039,97549343,101743647,105937951,110132255,114326559,118520863,122715167,126909471,131103775,135298079,139492383,143686687,147880991,152075295,156269599,160463903,164658207,168852511,173046815,177241119,181435423,185629727,189824031,194018335,198212639,202406943,206601247,210795551,214989855,219184159,223378463,227572767,231767071,235961375,240155679,244349983,248544287,252738591,256932895,261127199,265321503,269515807,273710111,277904415,282098719,286293023,290487327,294681631,298875935,303070239,307264543,311458847,315653151,319847455,324041759,328236063,332430367,336624671,340818975,345013279,349207583,353401887,357596191,361790495,365984799,370179103,374373407,378567711,382762015,386956319,391150623,395344927,399539231,403733535,407927839,412122143,416316447
22,3177503,11566111,19954719,28343327,36731935,45120543,53509151,61897759,70286367,78674975,87063583,95452191,103840799,112229407,120618015,129006623,137395231,145783839,154172447,162561055,170949663,179338271,187726879,196115487,204504095,212892703,221281311,229669919,238058527,246447135,254835743,263224351,271612959,280001567,288390175,296778783,305167391,313555999,321944607,330333215,338721823,347110431,355499039,363887647,372276255,380664863,389053471,397442079,405830687,414219295,422607903,430996511,439385119,447773727,456162335,464550943,472939551,481328159,489716767,498105375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7371807,24149023,40926239,57703455,74480671,91257887,108035103,124812319,141589535,158366751,175143967,191921183,208698399,225475615,242252831,259030047,275807263,292584479,309361695,326138911,342916127,359693343,376470559,393247775,410024991,426802207,443579423,460356639,477133855,493911071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,15760415,49314847,82869279,116423711,149978143,183532575,217087007,250641439,284195871,317750303,351304735,384859167,418413599,451968031,485522463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,66092063,133200927,200309791,267418655,334527519,401636383,468745247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,99646495,233864223,368081951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,166755359,435190815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,300973087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,32537631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
