r,m=0,m=1,m=2,m=3,m=4,m=5,m=6,m=7,m=8,m=9,m=10,m=11,m=12,m=13,m=14,m=15,m=16,m=17,m=18,m=19,m=20,m=21,m=22,m=23,m=24,m=25,m=26,m=27,m=28,m=29,m=30,m=31,m=32,m=33,m=34,m=35,m=36,m=37,m=38,m=39,m=40,m=41,m=42,m=43,m=44,m=45,m=46,m=47,m=48,m=49,m=50,m=51,m=52,m=53,m=54,m=55,m=56,m=57,m=58,m=59,m=60,m=61,m=62,m=63,m=64,m=65,m=66,m=67,m=68,m=69,m=70,m=71,m=72,m=73,m=74,m=75,m=76,m=77,m=78,m=79,m=80,m=81,m=82,m=83,m=84,m=85,m=86,m=87,m=88,m=89,m=90,m=91,m=92,m=93,m=94,m=95,m=96,m=97,m=98,m=99
11,3413,7509,11605,15701,19797,23893,27989,32085,36181,40277,44373,48469,52565,56661,60757,64853,68949,73045,77141,81237,85333,89429,93525,97621,101717,105813,109909,114005,118101,122197,126293,130389,134485,138581,142677,146773,150869,154965,159061,163157,167253,171349,175445,179541,183637,187733,191829,195925,200021,204117,208213,212309,216405,220501,224597,228693,232789,236885,240981,245077,249173,253269,257365,261461,265557,269653,273749,277845,281941,286037,290133,294229,298325,302421,306517,310613,314709,318805,322901,326997,331093,335189,339285,343381,347477,351573,355669,359765,363861,367957,372053,376149,380245,384341,388437,392533,396629,400725,404821,408917
12,1365,9557,17749,25941,34133,42325,50517,58709,66901,75093,83285,91477,99669,107861,116053,124245,132437,140629,148821,157013,165205,173397,181589,189781,197973,206165,214357,222549,230741,238933,247125,255317,263509,271701,279893,288085,296277,304469,312661,320853,329045,337237,345429,353621,361813,370005,378197,386389,394581,402773,410965,419157,427349,435541,443733,451925,460117,468309,476501,484693,492885,501077,509269,517461,525653,533845,542037,550229,558421,566613,574805,582997,591189,599381,607573,615765,623957,632149,640341,648533,656725,664917,673109,681301,689493,697685,705877,714069,722261,730453,738645,746837,755029,763221,771413,779605,787797,795989,804181,812373
13,13653,30037,46421,62805,79189,95573,111957,128341,144725,161109,177493,193877,210261,226645,243029,259413,275797,292181,308565,324949,341333,357717,374101,390485,406869,423253,439637,456021,472405,488789,505173,521557,537941,554325,570709,587093,603477,619861,636245,652629,669013,685397,701781,718165,734549,750933,767317,783701,800085,816469,832853,849237,865621,882005,898389,914773,931157,947541,963925,980309,996693,1013077,1029461,1045845,1062229,1078613,1094997,1111381,1127765,1144149,1160533,1176917,1193301,1209685,1226069,1242453,1258837,1275221,1291605,1307989,1324373,1340757,1357141,1373525,1389909,1406293,1422677,1439061,1455445,1471829,1488213,1504597,1520981,1537365,1553749,1570133,1586517,1602901,1619285,1635669
14,5461,38229,70997,103765,136533,169301,202069,234837,267605,300373,333141,365909,398677,431445,464213,496981,529749,562517,595285,628053,660821,693589,726357,759125,791893,824661,857429,890197,922965,955733,988501,1021269,1054037,1086805,1119573,1152341,1185109,1217877,1250645,1283413,1316181,1348949,1381717,1414485,1447253,1480021,1512789,1545557,1578325,1611093,1643861,1676629,1709397,1742165,1774933,1807701,1840469,1873237,1906005,1938773,1971541,2004309,2037077,2069845,2102613,2135381,2168149,2200917,2233685,2266453,2299221,2331989,2364757,2397525,2430293,2463061,2495829,2528597,2561365,2594133,2626901,2659669,2692437,2725205,2757973,2790741,2823509,2856277,2889045,2921813,2954581,2987349,3020117,3052885,3085653,3118421,3151189,3183957,3216725,3249493
15,54613,120149,185685,251221,316757,382293,447829,513365,578901,644437,709973,775509,841045,906581,972117,1037653,1103189,1168725,1234261,1299797,1365333,1430869,1496405,1561941,1627477,1693013,1758549,1824085,1889621,1955157,2020693,2086229,2151765,2217301,2282837,2348373,2413909,2479445,2544981,2610517,2676053,2741589,2807125,2872661,2938197,3003733,3069269,3134805,3200341,3265877,3331413,3396949,3462485,3528021,3593557,3659093,3724629,3790165,3855701,3921237,3986773,4052309,4117845,4183381,4248917,4314453,4379989,4445525,4511061,4576597,4642133,4707669,4773205,4838741,4904277,4969813,5035349,5100885,5166421,5231957,5297493,5363029,5428565,5494101,5559637,5625173,5690709,5756245,5821781,5887317,5952853,6018389,6083925,6149461,6214997,6280533,6346069,6411605,6477141,6542677
16,21845,152917,283989,415061,546133,677205,808277,939349,1070421,1201493,1332565,1463637,1594709,1725781,1856853,1987925,2118997,2250069,2381141,2512213,2643285,2774357,2905429,3036501,3167573,3298645,3429717,3560789,3691861,3822933,3954005,4085077,4216149,4347221,4478293,4609365,4740437,4871509,5002581,5133653,5264725,5395797,5526869,5657941,5789013,5920085,6051157,6182229,6313301,6444373,6575445,6706517,6837589,6968661,7099733,7230805,7361877,7492949,7624021,7755093,7886165,8017237,8148309,8279381,8410453,8541525,8672597,8803669,8934741,9065813,9196885,9327957,9459029,9590101,9721173,9852245,9983317,,,,,,,,,,,,,,,,,,,,,,,
17,218453,480597,742741,1004885,1267029,1529173,1791317,2053461,2315605,2577749,2839893,3102037,3364181,3626325,3888469,4150613,4412757,4674901,4937045,5199189,5461333,5723477,5985621,6247765,6509909,6772053,7034197,7296341,7558485,7820629,8082773,8344917,8607061,8869205,9131349,9393493,9655637,9917781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,87381,611669,1135957,1660245,2184533,2708821,3233109,3757397,4281685,4805973,5330261,5854549,6378837,6903125,7427413,7951701,8475989,9000277,9524565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,873813,1922389,2970965,4019541,5068117,6116693,7165269,8213845,9262421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,349525,2446677,4543829,6640981,8738133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3495253,7689557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1398101,9786709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5592405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
